traceid,label,activity,user
37,normal,Release PO,Della
37,normal,Post GR,James
37,normal,Post IR,Roy
37,normal,Pay,Vickie
38,normal,Create PR,Keven
38,normal,Release PR,Donald
38,normal,Create PO,Alyce
38,normal,Release PO,Lannie
38,normal,Post GR,Carmella
38,normal,Post IR,Chan
38,normal,Pay,Josef
39,normal,Create PR,Keven
39,normal,Release PR,Donald
39,normal,Create PO,Donald
39,normal,Release PO,Craig
39,normal,Post GR,Carmella
39,normal,Post IR,Chan
39,normal,Pay,Josef
40,anomaly,Create PR,Keven
40,anomaly,Create PO,Alyce
40,anomaly,Release PO,Lannie
40,anomaly,Post GR,James
40,anomaly,Post IR,Roy
40,anomaly,Pay,Vickie
41,anomaly,Create PR,Keven
41,anomaly,Release PR,Donald
41,anomaly,Create PO,Alyce
41,anomaly,Post GR,Lourdes
41,anomaly,Post IR,Roy
41,anomaly,Pay,Elisha
42,normal,Create PR,Keven
42,normal,Release PR,Donald
42,normal,Create PO,Ling
42,normal,Approve PO 1,Steve
42,normal,Approve PO 2,Brian
42,normal,Approve PO 3,Jin
42,normal,Release PO,Junior
42,normal,Post GR,James
42,normal,Post IR,Roy
42,normal,Pay,Vickie
43,anomaly,Approve SC,Sandra
43,anomaly,Create PO,Josef
43,anomaly,Release PO,Elisha
43,anomaly,Create SC,Alyce
43,anomaly,Purchase SC,Lucy
43,anomaly,Post GR,Anna
43,anomaly,Post IR,Chan
43,anomaly,Pay,Josef
44,normal,Create PR,Keven
44,normal,Release PR,Donald
44,normal,Create PO,Lisa
44,normal,Approve PO 1,Donald
44,normal,Release PO,Della
44,normal,Post GR,James
44,normal,Post IR,Roy
44,normal,Pay,Elisha
45,anomaly,Purchase SC,Lucy
45,anomaly,Approve SC,Micheline
45,anomaly,Create SC,Seth
45,anomaly,Create PO,Josef
45,anomaly,Release PO,Elisha
45,anomaly,Post GR,Anna
45,anomaly,Post IR,Chan
45,anomaly,Pay,Josef
46,normal,Create SC,Alyce
46,normal,Purchase SC,Lucy
46,normal,Approve SC,Micheline
46,normal,Create PO,Evelin
46,normal,Release PO,Elisha
46,normal,Post GR,Anna
46,normal,Post IR,Roy
46,normal,Pay,Elisha
47,normal,Create SC,Alyce
47,normal,Purchase SC,Hassie
47,normal,Approve SC,Micheline
47,normal,Create PO,Josef
47,normal,Release PO,Shandi
47,normal,Post GR,Lourdes
47,normal,Post IR,Roy
47,normal,Pay,Vickie
48,normal,Create PR,Keven
48,normal,Release PR,Donald
48,normal,Create PO,Alyce
48,normal,Release PO,Elisha
48,normal,Post GR,Anna
48,normal,Post IR,Chan
48,normal,Pay,Josef
49,normal,Create PR,Keven
49,normal,Release PR,Donald
49,normal,Create PO,Josef
49,normal,Approve PO 1,Evelin
49,normal,Approve PO 2,Emily
49,normal,Release PO,Della
49,normal,Post GR,Tiffiny
49,normal,Post IR,Roy
49,normal,Pay,Elisha
50,normal,Create PR,Keven
50,normal,Release PR,Donald
50,normal,Create PO,Donald
50,normal,Release PO,Carmella
50,normal,Post GR,Keven
50,normal,Post IR,Roy
50,normal,Pay,Vickie
51,anomaly,Create SC,Alyce
51,anomaly,Purchase SC,Hassie
51,anomaly,Approve SC,Micheline
51,anomaly,Create PO,Evelin
51,anomaly,Release PO,Hugo
51,anomaly,Post GR,James
51,anomaly,Purchase SC,Hassie
51,anomaly,Approve SC,Micheline
51,anomaly,Create PO,Evelin
51,anomaly,Post IR,Chan
51,anomaly,Pay,Josef
52,anomaly,Create PR,Keven
52,anomaly,Release PO,Shandi
52,anomaly,Post GR,Lourdes
52,anomaly,Post IR,Chan
52,anomaly,Release PR,Donald
52,anomaly,Create PO,Howard
52,anomaly,Pay,Josef
53,normal,Create SC,Alyce
53,normal,Purchase SC,Paul
53,normal,Approve SC,Micheline
53,normal,Create PO,Josef
53,normal,Release PO,Craig
53,normal,Post GR,Carmella
53,normal,Post IR,Chan
53,normal,Pay,Josef
54,normal,Create PR,Keven
54,normal,Release PR,Donald
54,normal,Create PO,Alyce
54,normal,Release PO,Shandi
54,normal,Post GR,Lourdes
54,normal,Post IR,Roy
54,normal,Pay,Elisha
55,normal,Create PR,Keven
55,normal,Release PR,Donald
55,normal,Create PO,Alyce
55,normal,Release PO,Elisha
55,normal,Post GR,Anna
55,normal,Post IR,Chan
55,normal,Pay,Josef
56,anomaly,Create SC,Alyce
56,anomaly,Purchase SC,Lucy
56,anomaly,Release PO,Elisha
56,anomaly,Post GR,Anna
56,anomaly,Post IR,Chan
56,anomaly,Pay,Josef
57,normal,Create PR,Keven
57,normal,Release PR,Donald
57,normal,Create PO,Josef
57,normal,Approve PO 1,Donald
57,normal,Release PO,Della
57,normal,Post GR,Jin
57,normal,Post IR,Roy
57,normal,Pay,Vickie
58,anomaly,Create SC,Alyce
58,anomaly,Purchase SC,Lucy
58,anomaly,Approve SC,Micheline
58,anomaly,Create PO,Josef
58,anomaly,Release PO,Craig
58,anomaly,Purchase SC,Lucy
58,anomaly,Approve SC,Micheline
58,anomaly,Post GR,James
58,anomaly,Post IR,Chan
58,anomaly,Pay,Josef
59,normal,Create PR,Keven
59,normal,Release PR,Donald
59,normal,Create PO,Alyce
59,normal,Release PO,Hugo
59,normal,Post GR,Keven
59,normal,Post IR,Chan
59,normal,Pay,Josef
60,anomaly,Create PR,Keven
60,anomaly,Release PR,Donald
60,anomaly,Create PO,Alyce
60,anomaly,Release PO,Shandi
60,anomaly,Pay,Elisha
61,normal,Create SC,Alyce
61,normal,Purchase SC,Paul
61,normal,Approve SC,Sandra
61,normal,Create PO,Evelin
61,normal,Release PO,Craig
61,normal,Post GR,Jin
61,normal,Post IR,Roy
61,normal,Pay,Vickie
62,anomaly,Create PR,Keven
62,anomaly,Post GR,Keven
62,anomaly,Post IR,Chan
62,anomaly,Release PR,Donald
62,anomaly,Create PO,Ling
62,anomaly,Approve PO 1,Donald
62,anomaly,Release PO,Della
62,anomaly,Pay,Josef
63,normal,Create SC,Seth
63,normal,Purchase SC,Paul
63,normal,Approve SC,Micheline
63,normal,Create PO,Josef
63,normal,Release PO,Craig
63,normal,Post GR,Marilyn
63,normal,Post IR,Chan
63,normal,Pay,Josef
64,normal,Create PR,Keven
64,normal,Release PR,Donald
64,normal,Create PO,Alyce
64,normal,Release PO,Hugo
64,normal,Post GR,Keven
64,normal,Post IR,Roy
64,normal,Pay,Elisha
65,normal,Create SC,Alyce
65,normal,Purchase SC,Paul
65,normal,Approve SC,Micheline
65,normal,Create PO,Josef
65,normal,Release PO,Craig
65,normal,Post GR,Tiffiny
65,normal,Post IR,Roy
65,normal,Pay,Elisha
66,normal,Create PR,Keven
66,normal,Release PR,Donald
66,normal,Create PO,Ryan
66,normal,Approve PO 1,Brant
66,normal,Approve PO 2,Donald
66,normal,Release PO,Della
66,normal,Post GR,Jin
66,normal,Post IR,Chan
66,normal,Pay,Josef
67,anomaly,Create SC,Alyce
67,anomaly,Post IR,Roy
67,anomaly,Purchase SC,Paul
67,anomaly,Approve SC,Micheline
67,anomaly,Create PO,Josef
67,anomaly,Release PO,Hugo
67,anomaly,Post GR,Jin
67,anomaly,Pay,Elisha
68,anomaly,Create SC,Alyce
68,anomaly,Purchase SC,Lucy
68,anomaly,Create PO,Evelin
68,anomaly,Release PO,Grayce
68,anomaly,Post GR,Anna
68,anomaly,Approve SC,Micheline
68,anomaly,Post IR,Chan
68,anomaly,Pay,Josef
69,anomaly,Create PR,Keven
69,anomaly,Post GR,James
69,anomaly,Post IR,Roy
69,anomaly,Release PR,Donald
69,anomaly,Create PO,Alyce
69,anomaly,Release PO,Carmella
69,anomaly,Pay,Elisha
70,normal,Create PR,Keven
70,normal,Release PR,Donald
70,normal,Create PO,Alyce
70,normal,Release PO,Shandi
70,normal,Post GR,Lourdes
70,normal,Post IR,Roy
70,normal,Pay,Vickie
71,normal,Create PR,Keven
71,normal,Release PR,Donald
71,normal,Create PO,Ling
71,normal,Approve PO 1,Ryan
71,normal,Approve PO 2,Brant
71,normal,Approve PO 3,Amanda
71,normal,Release PO,Della
71,normal,Post GR,James
71,normal,Post IR,Roy
71,normal,Pay,Vickie
72,normal,Create PR,Keven
72,normal,Release PR,Donald
72,normal,Create PO,Donald
72,normal,Release PO,Marilyn
72,normal,Post GR,Tiffiny
72,normal,Post IR,Chan
72,normal,Pay,Josef
73,normal,Create PR,Keven
73,normal,Release PR,Donald
73,normal,Create PO,Donald
73,normal,Release PO,Elisha
73,normal,Post GR,Anna
73,normal,Post IR,Roy
73,normal,Pay,Elisha
74,normal,Create SC,Alyce
74,normal,Purchase SC,Paul
74,normal,Approve SC,Micheline
74,normal,Create PO,Josef
74,normal,Release PO,Craig
74,normal,Post GR,James
74,normal,Post IR,Chan
74,normal,Pay,Josef
75,anomaly,Create SC,Alyce
75,anomaly,Purchase SC,Lucy
75,anomaly,Create PO,Josef
75,anomaly,Release PO,Elisha
75,anomaly,Post GR,Anna
75,anomaly,Post IR,Chan
75,anomaly,Approve SC,Sandra
75,anomaly,Pay,Josef
76,normal,Create PR,Keven
76,normal,Release PR,Donald
76,normal,Create PO,Ling
76,normal,Approve PO 1,Clayton
76,normal,Approve PO 2,Elisha
76,normal,Release PO,Della
76,normal,Post GR,James
76,normal,Post IR,Chan
76,normal,Pay,Josef
77,normal,Create PR,Keven
77,normal,Release PR,Donald
77,normal,Create PO,Josef
77,normal,Approve PO 1,Donald
77,normal,Release PO,Della
77,normal,Post GR,James
77,normal,Post IR,Chan
77,normal,Pay,Josef
78,normal,Create SC,Seth
78,normal,Purchase SC,Lucy
78,normal,Approve SC,Sandra
78,normal,Create PO,Sonia
78,normal,Approve PO 1,Donald
78,normal,Release PO,Della
78,normal,Post GR,Keven
78,normal,Post IR,Roy
78,normal,Pay,Elisha
79,normal,Create PR,Keven
79,normal,Release PR,Donald
79,normal,Create PO,Lisa
79,normal,Approve PO 1,Clayton
79,normal,Approve PO 2,Paul
79,normal,Release PO,Della
79,normal,Post GR,Keven
79,normal,Post IR,Roy
79,normal,Pay,Vickie
80,normal,Create SC,Alyce
80,normal,Purchase SC,Lucy
80,normal,Approve SC,Micheline
80,normal,Create PO,Josef
80,normal,Release PO,Craig
80,normal,Post GR,Keven
80,normal,Post IR,Roy
80,normal,Pay,Vickie
81,normal,Create SC,Alyce
81,normal,Purchase SC,Paul
81,normal,Approve SC,Micheline
81,normal,Create PO,Josef
81,normal,Release PO,Craig
81,normal,Post GR,Carmella
81,normal,Post IR,Roy
81,normal,Pay,Vickie
82,normal,Create PR,Keven
82,normal,Release PR,Donald
82,normal,Create PO,Alyce
82,normal,Release PO,Craig
82,normal,Post GR,Jin
82,normal,Post IR,Roy
82,normal,Pay,Elisha
83,normal,Create SC,Alyce
83,normal,Purchase SC,Hassie
83,normal,Approve SC,Sandra
83,normal,Create PO,Josef
83,normal,Release PO,Lannie
83,normal,Post GR,James
83,normal,Post IR,Roy
83,normal,Pay,Vickie
84,normal,Create PR,Keven
84,normal,Release PR,Donald
84,normal,Create PO,Alyce
84,normal,Release PO,Shandi
84,normal,Post GR,Lourdes
84,normal,Post IR,Roy
84,normal,Pay,Elisha
85,normal,Create PR,Keven
85,normal,Release PR,Donald
85,normal,Create PO,Donald
85,normal,Release PO,Craig
85,normal,Post GR,Lourdes
85,normal,Post IR,Roy
85,normal,Pay,Vickie
86,normal,Create SC,Alyce
86,normal,Purchase SC,Lucy
86,normal,Approve SC,Sandra
86,normal,Create PO,Sonia
86,normal,Approve PO 1,Johnny
86,normal,Release PO,Della
86,normal,Post GR,James
86,normal,Post IR,Roy
86,normal,Pay,Elisha
87,normal,Create SC,Alyce
87,normal,Purchase SC,Lucy
87,normal,Approve SC,Micheline
87,normal,Create PO,Josef
87,normal,Release PO,Lannie
87,normal,Post GR,Tiffiny
87,normal,Post IR,Roy
87,normal,Pay,Vickie
88,normal,Create PR,Keven
88,normal,Release PR,Donald
88,normal,Create PO,Alyce
88,normal,Release PO,Carmella
88,normal,Post GR,James
88,normal,Post IR,Roy
88,normal,Pay,Vickie
89,anomaly,Create SC,Alyce
89,anomaly,Purchase SC,Paul
89,anomaly,Post GR,Tiffiny
89,anomaly,Approve SC,Sandra
89,anomaly,Create PO,Sonia
89,anomaly,Approve PO 1,Alpha
89,anomaly,Release PO,Lannie
89,anomaly,Post IR,Roy
89,anomaly,Pay,Elisha
90,normal,Create PR,Keven
90,normal,Release PR,Donald
90,normal,Create PO,Alyce
90,normal,Release PO,Craig
90,normal,Post GR,James
90,normal,Post IR,Roy
90,normal,Pay,Vickie
91,normal,Create PR,Keven
91,normal,Release PR,Donald
91,normal,Create PO,Ling
91,normal,Approve PO 1,Evelin
91,normal,Approve PO 2,Paul
91,normal,Release PO,Della
91,normal,Post GR,Keven
91,normal,Post IR,Roy
91,normal,Pay,Elisha
92,normal,Create SC,Alyce
92,normal,Purchase SC,Paul
92,normal,Approve SC,Micheline
92,normal,Create PO,Josef
92,normal,Release PO,Carmella
92,normal,Post GR,Jin
92,normal,Post IR,Chan
92,normal,Pay,Josef
93,normal,Create PR,Keven
93,normal,Release PR,Donald
93,normal,Create PO,Josef
93,normal,Approve PO 1,Ryan
93,normal,Approve PO 2,Emily
93,normal,Release PO,Della
93,normal,Post GR,James
93,normal,Post IR,Roy
93,normal,Pay,Vickie
94,anomaly,Create PR,Keven
94,anomaly,Release PR,Donald
94,anomaly,Random activity 4,Random user 14
94,anomaly,Create PO,Josef
94,anomaly,Approve PO 1,Ryan
94,anomaly,Approve PO 2,Paul
94,anomaly,Release PO,Della
94,anomaly,Post GR,Jin
94,anomaly,Post IR,Roy
94,anomaly,Pay,Vickie
95,anomaly,Create PR,Keven
95,anomaly,Release PR,Donald
95,anomaly,Release PO,Hugo
95,anomaly,Post GR,James
95,anomaly,Create PO,Alyce
95,anomaly,Post IR,Chan
95,anomaly,Pay,Josef
96,normal,Create PR,Keven
96,normal,Release PR,Donald
96,normal,Create PO,Alyce
96,normal,Release PO,Shandi
96,normal,Post GR,Lourdes
96,normal,Post IR,Chan
96,normal,Pay,Josef
97,normal,Create PR,Keven
97,normal,Release PR,Donald
97,normal,Create PO,Howard
97,normal,Release PO,Shandi
97,normal,Post GR,Lourdes
97,normal,Post IR,Chan
97,normal,Pay,Josef
98,anomaly,Create PO,Josef
98,anomaly,Release PO,Elisha
98,anomaly,Create SC,Alyce
98,anomaly,Purchase SC,Hassie
98,anomaly,Approve SC,Micheline
98,anomaly,Post GR,Anna
98,anomaly,Post IR,Roy
98,anomaly,Pay,Elisha
99,normal,Create PR,Keven
99,normal,Release PR,Donald
99,normal,Create PO,Alyce
99,normal,Release PO,Lannie
99,normal,Post GR,Keven
99,normal,Post IR,Roy
99,normal,Pay,Elisha
100,normal,Create PR,Keven
100,normal,Release PR,Donald
100,normal,Create PO,Alyce
100,normal,Release PO,Sandra
100,normal,Post GR,Lourdes
100,normal,Post IR,Chan
100,normal,Pay,Josef
101,anomaly,Create PR,Keven
101,anomaly,Release PR,Donald
101,anomaly,Create PO,Howard
101,anomaly,Release PO,Elisha
101,anomaly,Pay,Vickie
102,anomaly,Create SC,Alyce
102,anomaly,Purchase SC,Paul
102,anomaly,Create PO,Josef
102,anomaly,Release PO,Craig
102,anomaly,Post GR,Lourdes
102,anomaly,Post IR,Roy
102,anomaly,Pay,Vickie
103,normal,Create SC,Alyce
103,normal,Purchase SC,Paul
103,normal,Approve SC,Micheline
103,normal,Create PO,Evelin
103,normal,Release PO,Shandi
103,normal,Post GR,Lourdes
103,normal,Post IR,Roy
103,normal,Pay,Elisha
104,normal,Create SC,Alyce
104,normal,Purchase SC,Lucy
104,normal,Approve SC,Micheline
104,normal,Create PO,Evelin
104,normal,Release PO,Elisha
104,normal,Post GR,Anna
104,normal,Post IR,Chan
104,normal,Pay,Josef
105,normal,Create SC,Alyce
105,normal,Purchase SC,Lucy
105,normal,Approve SC,Sandra
105,normal,Create PO,Josef
105,normal,Release PO,Shandi
105,normal,Post GR,Lourdes
105,normal,Post IR,Chan
105,normal,Pay,Josef
106,normal,Create PR,Keven
106,normal,Release PR,Donald
106,normal,Create PO,Lisa
106,normal,Approve PO 1,Evelin
106,normal,Approve PO 2,Brant
106,normal,Approve PO 3,Amanda
106,normal,Release PO,Della
106,normal,Post GR,James
106,normal,Post IR,Chan
106,normal,Pay,Josef
107,normal,Create SC,Alyce
107,normal,Purchase SC,Lucy
107,normal,Approve SC,Micheline
107,normal,Create PO,Josef
107,normal,Release PO,Lannie
107,normal,Post GR,Keven
107,normal,Post IR,Chan
107,normal,Pay,Josef
108,anomaly,Create PR,Keven
108,anomaly,Release PR,Donald
108,anomaly,Create PO,Donald
108,anomaly,Release PO,Hugo
108,anomaly,Create PO,Donald
108,anomaly,Release PO,Hugo
108,anomaly,Post GR,Keven
108,anomaly,Post IR,Chan
108,anomaly,Pay,Josef
109,normal,Create PR,Keven
109,normal,Release PR,Donald
109,normal,Create PO,Alyce
109,normal,Release PO,Craig
109,normal,Post GR,Keven
109,normal,Post IR,Chan
109,normal,Pay,Josef
110,normal,Create SC,Alyce
110,normal,Purchase SC,Lucy
110,normal,Approve SC,Micheline
110,normal,Create PO,Josef
110,normal,Release PO,Craig
110,normal,Post GR,Tiffiny
110,normal,Post IR,Chan
110,normal,Pay,Josef
111,normal,Create PR,Keven
111,normal,Release PR,Donald
111,normal,Create PO,Alyce
111,normal,Release PO,Carmella
111,normal,Post GR,Keven
111,normal,Post IR,Chan
111,normal,Pay,Josef
112,normal,Create PR,Keven
112,normal,Release PR,Donald
112,normal,Create PO,Josef
112,normal,Approve PO 1,Steve
112,normal,Approve PO 2,Carmella
112,normal,Approve PO 3,Jin
112,normal,Release PO,Junior
112,normal,Post GR,James
112,normal,Post IR,Roy
112,normal,Pay,Vickie
113,normal,Create PR,Keven
113,normal,Release PR,Donald
113,normal,Create PO,Donald
113,normal,Release PO,Elisha
113,normal,Post GR,Anna
113,normal,Post IR,Chan
113,normal,Pay,Josef
114,normal,Create PR,Keven
114,normal,Release PR,Donald
114,normal,Create PO,Ling
114,normal,Approve PO 1,Clayton
114,normal,Approve PO 2,Paul
114,normal,Release PO,Della
114,normal,Post GR,Jin
114,normal,Post IR,Chan
114,normal,Pay,Josef
115,anomaly,Create SC,Alyce
115,anomaly,Random activity 9,Random user 33
115,anomaly,Purchase SC,Hassie
115,anomaly,Approve SC,Sandra
115,anomaly,Random activity 10,Random user 50
115,anomaly,Create PO,Josef
115,anomaly,Release PO,Lannie
115,anomaly,Post GR,Carmella
115,anomaly,Post IR,Chan
115,anomaly,Pay,Josef
116,anomaly,Release PO,Carmella
116,anomaly,Post GR,Keven
116,anomaly,Create PR,Keven
116,anomaly,Release PR,Donald
116,anomaly,Create PO,Howard
116,anomaly,Post IR,Roy
116,anomaly,Pay,Vickie
117,normal,Create PR,Keven
117,normal,Release PR,Donald
117,normal,Create PO,Alyce
