traceid,label,activity,user
19,normal,Approve PO 1,Doretta
19,normal,Release PO,Deloras
19,normal,Post GR,Sherell
19,normal,Post IR,Alyce
19,normal,Pay,Lannie
20,anomaly,Create SC,Jamika
20,anomaly,Purchase SC,Shandi
20,anomaly,Post GR,Jack
20,anomaly,Post IR,Howard
20,anomaly,Approve SC,Hugo
20,anomaly,Create PO,Wilton
20,anomaly,Approve PO 1,Clayton
20,anomaly,Release PO,Deloras
20,anomaly,Pay,Lannie
21,normal,Create SC,Jamika
21,normal,Purchase SC,Paul
21,normal,Approve SC,Hugo
21,normal,Create PO,Ronald
21,normal,Release PO,Deloras
21,normal,Post GR,Lisa
21,normal,Post IR,Michaele
21,normal,Pay,Lannie
22,normal,Create SC,Jamika
22,normal,Purchase SC,Shandi
22,normal,Approve SC,Hugo
22,normal,Create PO,Wilton
22,normal,Approve PO 1,Chan
22,normal,Release PO,Hassie
22,normal,Post GR,Velda
22,normal,Post IR,Rossana
22,normal,Pay,Lannie
23,normal,Create SC,Jamika
23,normal,Purchase SC,Paul
23,normal,Approve SC,Hugo
23,normal,Create PO,Wilton
23,normal,Approve PO 1,Doretta
23,normal,Release PO,Hassie
23,normal,Post GR,Velda
23,normal,Post IR,Rossana
23,normal,Pay,Lannie
24,normal,Create SC,Jamika
24,normal,Purchase SC,Paul
24,normal,Approve SC,Hugo
24,normal,Create PO,Ronald
24,normal,Release PO,Hassie
24,normal,Post GR,Velda
24,normal,Post IR,Brian
24,normal,Pay,Lannie
25,normal,Create PR,Lisa
25,normal,Release PR,Wilton
25,normal,Create PO,Wilton
25,normal,Approve PO 1,Chan
25,normal,Release PO,Hassie
25,normal,Post GR,Velda
25,normal,Post IR,Rossana
25,normal,Pay,Lannie
26,normal,Create SC,Jamika
26,normal,Purchase SC,Paul
26,normal,Approve SC,Hugo
26,normal,Create PO,Wilton
26,normal,Approve PO 1,Alpha
26,normal,Approve PO 2,Sigrid
26,normal,Release PO,Lannie
26,normal,Post GR,Jin
26,normal,Post IR,Howard
26,normal,Pay,Lannie
27,normal,Create SC,Jamika
27,normal,Purchase SC,Paul
27,normal,Approve SC,Hugo
27,normal,Create PO,Ronald
27,normal,Release PO,Hassie
27,normal,Post GR,Velda
27,normal,Post IR,Brian
27,normal,Pay,Lannie
28,normal,Create SC,Jamika
28,normal,Purchase SC,Shandi
28,normal,Approve SC,Hugo
28,normal,Create PO,Ronald
28,normal,Release PO,Tiffiny
28,normal,Post GR,Jack
28,normal,Post IR,Howard
28,normal,Pay,Lannie
29,anomaly,Create PR,Lisa
29,anomaly,Release PR,Evelin
29,anomaly,Create PO,Wilton
29,anomaly,Approve PO 1,Clayton
29,anomaly,Release PO,Deloras
29,anomaly,Post GR,Doretta
29,anomaly,Post IR,Rossana
29,anomaly,Pay,Lannie
29,anomaly,Post GR,Doretta
29,anomaly,Post IR,Rossana
29,anomaly,Pay,Lannie
30,normal,Create PR,Lisa
30,normal,Release PR,Evelin
30,normal,Create PO,Wilton
30,normal,Approve PO 1,Doretta
30,normal,Release PO,Hassie
30,normal,Post GR,Velda
30,normal,Post IR,Brian
30,normal,Pay,Lannie
31,normal,Create SC,Jamika
31,normal,Purchase SC,Shandi
31,normal,Approve SC,Hugo
31,normal,Create PO,Ronald
31,normal,Release PO,Tiffiny
31,normal,Post GR,Jack
31,normal,Post IR,Howard
31,normal,Pay,Lannie
32,normal,Create PR,Lisa
32,normal,Release PR,Evelin
32,normal,Create PO,Ronald
32,normal,Release PO,Deloras
32,normal,Post GR,Lisa
32,normal,Post IR,Johnny
32,normal,Pay,Lannie
33,normal,Create SC,Jamika
33,normal,Purchase SC,Paul
33,normal,Approve SC,Hugo
33,normal,Create PO,Wilton
33,normal,Approve PO 1,Doretta
33,normal,Release PO,Deloras
33,normal,Post GR,Jack
33,normal,Post IR,Howard
33,normal,Pay,Lannie
34,normal,Create SC,Jamika
34,normal,Purchase SC,Paul
34,normal,Approve SC,Hugo
34,normal,Create PO,Wilton
34,normal,Approve PO 1,Clayton
34,normal,Release PO,Hassie
34,normal,Post GR,Velda
34,normal,Post IR,Brian
34,normal,Pay,Lannie
35,normal,Create SC,Jamika
35,normal,Purchase SC,Paul
35,normal,Approve SC,Hugo
35,normal,Create PO,Keven
35,normal,Approve PO 1,Doretta
35,normal,Release PO,Deloras
35,normal,Post GR,Jack
35,normal,Post IR,Howard
35,normal,Pay,Lannie
36,normal,Create SC,Jamika
36,normal,Purchase SC,Paul
36,normal,Approve SC,Hugo
36,normal,Create PO,Ronald
36,normal,Release PO,Hassie
36,normal,Post GR,Velda
36,normal,Post IR,Brian
36,normal,Pay,Lannie
37,anomaly,Create PO,Ronald
37,anomaly,Release PO,Deloras
37,anomaly,Create PR,Sonia
37,anomaly,Release PR,Evelin
37,anomaly,Post GR,Junior
37,anomaly,Post IR,Marilyn
37,anomaly,Pay,Lannie
38,normal,Create SC,Jamika
38,normal,Purchase SC,Paul
38,normal,Approve SC,Hugo
38,normal,Create PO,Ronald
38,normal,Release PO,Deloras
38,normal,Post GR,Micheline
38,normal,Post IR,Brian
38,normal,Pay,Lannie
39,normal,Create SC,Jamika
39,normal,Purchase SC,Paul
39,normal,Approve SC,Hugo
39,normal,Create PO,Wilton
39,normal,Approve PO 1,Alpha
39,normal,Approve PO 2,Ryan
39,normal,Approve PO 3,Alyce
39,normal,Release PO,Lannie
39,normal,Post GR,Ryan
39,normal,Post IR,Alyce
39,normal,Pay,Lannie
40,normal,Create SC,Jamika
40,normal,Purchase SC,Paul
40,normal,Approve SC,Hugo
40,normal,Create PO,Ronald
40,normal,Release PO,Deloras
40,normal,Post GR,Sherell
40,normal,Post IR,Alyce
40,normal,Pay,Lannie
41,normal,Create PR,Sonia
41,normal,Release PR,Wilton
41,normal,Create PO,Wilton
41,normal,Approve PO 1,Chan
41,normal,Release PO,Hassie
41,normal,Post GR,Velda
41,normal,Post IR,Brian
41,normal,Pay,Lannie
42,anomaly,Create SC,Jamika
42,anomaly,Purchase SC,Paul
42,anomaly,Approve SC,Hugo
42,anomaly,Create PO,Wilton
42,anomaly,Approve PO 1,Chan
42,anomaly,Release PO,Deloras
42,anomaly,Post GR,Deloras
42,anomaly,Post IR,Howard
42,anomaly,Pay,Lannie
42,anomaly,Post IR,Howard
42,anomaly,Pay,Lannie
43,anomaly,Create SC,Jamika
43,anomaly,Purchase SC,Paul
43,anomaly,Create PO,Wilton
43,anomaly,Approve PO 1,Clayton
43,anomaly,Release PO,Hassie
43,anomaly,Post GR,Velda
43,anomaly,Post IR,Brian
43,anomaly,Pay,Lannie
44,normal,Create SC,Jamika
44,normal,Purchase SC,Paul
44,normal,Approve SC,Hugo
44,normal,Create PO,Keven
44,normal,Approve PO 1,Doretta
44,normal,Release PO,Hassie
44,normal,Post GR,Velda
44,normal,Post IR,Rossana
44,normal,Pay,Lannie
45,normal,Create SC,Jamika
45,normal,Purchase SC,Paul
45,normal,Approve SC,Hugo
45,normal,Create PO,Ronald
45,normal,Release PO,Deloras
45,normal,Post GR,Lisa
45,normal,Post IR,Marilyn
45,normal,Pay,Lannie
46,normal,Create SC,Jamika
46,normal,Purchase SC,Shandi
46,normal,Approve SC,Hugo
46,normal,Create PO,Wilton
46,normal,Approve PO 1,Issac
46,normal,Approve PO 2,Sherell
46,normal,Approve PO 3,Sherell
46,normal,Release PO,Hassie
46,normal,Post GR,Velda
46,normal,Post IR,Rossana
46,normal,Pay,Lannie
47,anomaly,Create SC,Jamika
47,anomaly,Approve PO 1,Doretta
47,anomaly,Release PO,Grayce
47,anomaly,Purchase SC,Paul
47,anomaly,Approve SC,Hugo
47,anomaly,Create PO,Wilton
47,anomaly,Post GR,Lisa
47,anomaly,Post IR,Johnny
47,anomaly,Pay,Lannie
48,anomaly,Create SC,Jamika
48,anomaly,Purchase SC,Paul
48,anomaly,Approve SC,Hugo
48,anomaly,Create PO,Ronald
48,anomaly,Release PO,Grayce
48,anomaly,Post GR,Sherell
48,anomaly,Post IR,Alyce
48,anomaly,Pay,Lannie
48,anomaly,Post IR,Alyce
48,anomaly,Pay,Lannie
49,normal,Create SC,Jamika
49,normal,Purchase SC,Paul
49,normal,Approve SC,Hugo
49,normal,Create PO,Wilton
49,normal,Approve PO 1,Clayton
49,normal,Release PO,Hassie
49,normal,Post GR,Velda
49,normal,Post IR,Brian
49,normal,Pay,Lannie
50,normal,Create PR,Lisa
50,normal,Release PR,Evelin
50,normal,Create PO,Ronald
50,normal,Release PO,Hassie
50,normal,Post GR,Velda
50,normal,Post IR,Rossana
50,normal,Pay,Lannie
51,normal,Create SC,Jamika
51,normal,Purchase SC,Shandi
51,normal,Approve SC,Hugo
51,normal,Create PO,Wilton
51,normal,Approve PO 1,Roseanne
51,normal,Release PO,Hassie
51,normal,Post GR,Velda
51,normal,Post IR,Rossana
51,normal,Pay,Lannie
52,normal,Create SC,Jamika
52,normal,Purchase SC,Paul
52,normal,Approve SC,Hugo
52,normal,Create PO,Keven
52,normal,Approve PO 1,Clayton
52,normal,Release PO,Hassie
52,normal,Post GR,Velda
52,normal,Post IR,Rossana
52,normal,Pay,Lannie
53,normal,Create SC,Jamika
53,normal,Purchase SC,Paul
53,normal,Approve SC,Hugo
53,normal,Create PO,Wilton
53,normal,Approve PO 1,Issac
53,normal,Approve PO 2,Seth
53,normal,Release PO,Hassie
53,normal,Post GR,Velda
53,normal,Post IR,Brian
53,normal,Pay,Lannie
54,normal,Create PR,Lisa
54,normal,Release PR,Evelin
54,normal,Create PO,Keven
54,normal,Approve PO 1,Clayton
54,normal,Release PO,Deloras
54,normal,Post GR,Issac
54,normal,Post IR,Alyce
54,normal,Pay,Lannie
55,normal,Create SC,Jamika
55,normal,Purchase SC,Paul
55,normal,Approve SC,Hugo
55,normal,Create PO,Ronald
55,normal,Release PO,Tiffiny
55,normal,Post GR,Sherell
55,normal,Post IR,Alyce
55,normal,Pay,Lannie
56,normal,Create SC,Jamika
56,normal,Purchase SC,Paul
56,normal,Approve SC,Hugo
56,normal,Create PO,Wilton
56,normal,Approve PO 1,Clayton
56,normal,Release PO,Hassie
56,normal,Post GR,Velda
56,normal,Post IR,Rossana
56,normal,Pay,Lannie
57,anomaly,Create SC,Jamika
57,anomaly,Purchase SC,Shandi
57,anomaly,Approve SC,Hugo
57,anomaly,Create PO,Wilton
57,anomaly,Approve PO 1,Doretta
57,anomaly,Release PO,Hassie
57,anomaly,Post GR,Velda
57,anomaly,Post IR,Rossana
57,anomaly,Pay,Lannie
57,anomaly,Post GR,Velda
57,anomaly,Post IR,Rossana
58,normal,Create SC,Jamika
58,normal,Purchase SC,Shandi
58,normal,Approve SC,Hugo
58,normal,Create PO,Ronald
58,normal,Release PO,Deloras
58,normal,Post GR,Jin
58,normal,Post IR,Howard
58,normal,Pay,Lannie
59,anomaly,Approve SC,Hugo
59,anomaly,Create PO,Wilton
59,anomaly,Approve PO 1,Issac
59,anomaly,Approve PO 2,Roseanne
59,anomaly,Release PO,Deloras
59,anomaly,Create SC,Jamika
59,anomaly,Purchase SC,Paul
59,anomaly,Post GR,Doretta
59,anomaly,Post IR,Brian
59,anomaly,Pay,Lannie
60,anomaly,Create SC,Jamika
60,anomaly,Release PO,Hassie
60,anomaly,Post GR,Velda
60,anomaly,Purchase SC,Paul
60,anomaly,Approve SC,Hugo
60,anomaly,Create PO,Ronald
60,anomaly,Post IR,Brian
60,anomaly,Pay,Lannie
61,normal,Create SC,Jamika
61,normal,Purchase SC,Shandi
61,normal,Approve SC,Hugo
61,normal,Create PO,Wilton
61,normal,Approve PO 1,Chan
61,normal,Release PO,Hassie
61,normal,Post GR,Velda
61,normal,Post IR,Brian
61,normal,Pay,Lannie
62,normal,Create PR,Lisa
62,normal,Release PR,Evelin
62,normal,Create PO,Wilton
62,normal,Approve PO 1,Doretta
62,normal,Release PO,Deloras
62,normal,Post GR,Deloras
62,normal,Post IR,Howard
62,normal,Pay,Lannie
63,anomaly,Create SC,Jamika
63,anomaly,Purchase SC,Paul
63,anomaly,Approve SC,Hugo
63,anomaly,Create PO,Ronald
63,anomaly,Post IR,Brian
63,anomaly,Release PO,Hassie
63,anomaly,Post GR,Velda
63,anomaly,Pay,Lannie
64,anomaly,Create SC,Jamika
64,anomaly,Purchase SC,Shandi
64,anomaly,Approve SC,Hugo
64,anomaly,Create PO,Keven
64,anomaly,Post GR,Jack
64,anomaly,Post IR,Howard
64,anomaly,Approve PO 1,Doretta
64,anomaly,Release PO,Grayce
64,anomaly,Pay,Lannie
65,anomaly,Create SC,Jamika
65,anomaly,Purchase SC,Paul
65,anomaly,Approve SC,Hugo
65,anomaly,Create PO,Wilton
65,anomaly,Approve PO 1,Alpha
65,anomaly,Approve PO 2,Roseanne
65,anomaly,Random activity 9,Random user 4
65,anomaly,Release PO,Hassie
65,anomaly,Post GR,Velda
65,anomaly,Post IR,Brian
65,anomaly,Pay,Lannie
66,normal,Create PR,Lisa
66,normal,Release PR,Evelin
66,normal,Create PO,Ronald
66,normal,Release PO,Hassie
66,normal,Post GR,Velda
66,normal,Post IR,Rossana
66,normal,Pay,Lannie
67,normal,Create PR,Lisa
67,normal,Release PR,Evelin
67,normal,Create PO,Wilton
67,normal,Approve PO 1,Alpha
67,normal,Approve PO 2,Roseanne
67,normal,Release PO,Hassie
67,normal,Post GR,Velda
67,normal,Post IR,Brian
67,normal,Pay,Lannie
68,normal,Create PR,Lisa
68,normal,Release PR,Evelin
68,normal,Create PO,Wilton
68,normal,Approve PO 1,Clayton
68,normal,Release PO,Deloras
68,normal,Post GR,Doretta
68,normal,Post IR,Brian
68,normal,Pay,Lannie
69,normal,Create SC,Jamika
69,normal,Purchase SC,Paul
69,normal,Approve SC,Hugo
69,normal,Create PO,Wilton
69,normal,Approve PO 1,Chan
69,normal,Release PO,Deloras
69,normal,Post GR,Lisa
69,normal,Post IR,Johnny
69,normal,Pay,Lannie
70,normal,Create SC,Jamika
70,normal,Purchase SC,Shandi
70,normal,Approve SC,Hugo
70,normal,Create PO,Wilton
70,normal,Approve PO 1,Chan
70,normal,Release PO,Hassie
70,normal,Post GR,Velda
70,normal,Post IR,Brian
70,normal,Pay,Lannie
71,anomaly,Create SC,Jamika
71,anomaly,Purchase SC,Paul
71,anomaly,Approve SC,Hugo
71,anomaly,Create PO,Keven
71,anomaly,Approve PO 1,Clayton
71,anomaly,Release PO,Tiffiny
71,anomaly,Post GR,Micheline
71,anomaly,Post IR,Brian
71,anomaly,Approve SC,Hugo
71,anomaly,Create PO,Keven
71,anomaly,Approve PO 1,Clayton
71,anomaly,Pay,Lannie
72,normal,Create SC,Jamika
72,normal,Purchase SC,Shandi
72,normal,Approve SC,Hugo
72,normal,Create PO,Ronald
72,normal,Release PO,Deloras
72,normal,Post GR,Jack
72,normal,Post IR,Howard
72,normal,Pay,Lannie
73,normal,Create PR,Sonia
73,normal,Release PR,Wilton
73,normal,Create PO,Ronald
73,normal,Release PO,Deloras
73,normal,Post GR,Doretta
73,normal,Post IR,Brian
73,normal,Pay,Lannie
74,normal,Create PR,Lisa
74,normal,Release PR,Evelin
74,normal,Create PO,Ronald
74,normal,Release PO,Hassie
74,normal,Post GR,Velda
74,normal,Post IR,Brian
74,normal,Pay,Lannie
75,anomaly,Release PR,Evelin
75,anomaly,Create PO,Ronald
75,anomaly,Release PO,Tiffiny
75,anomaly,Post GR,Jin
75,anomaly,Post IR,Howard
75,anomaly,Pay,Lannie
76,anomaly,Create SC,Jamika
76,anomaly,Purchase SC,Shandi
76,anomaly,Approve SC,Hugo
76,anomaly,Create PO,Wilton
76,anomaly,Approve PO 3,Alyce
76,anomaly,Release PO,Lannie
76,anomaly,Post GR,Jack
76,anomaly,Post IR,Howard
76,anomaly,Pay,Lannie
77,normal,Create SC,Jamika
77,normal,Purchase SC,Paul
77,normal,Approve SC,Hugo
77,normal,Create PO,Keven
77,normal,Approve PO 1,Chan
77,normal,Release PO,Hassie
77,normal,Post GR,Velda
77,normal,Post IR,Brian
77,normal,Pay,Lannie
78,normal,Create SC,Jamika
78,normal,Purchase SC,Paul
78,normal,Approve SC,Hugo
78,normal,Create PO,Ronald
78,normal,Release PO,Hassie
78,normal,Post GR,Velda
78,normal,Post IR,Rossana
78,normal,Pay,Lannie
79,normal,Create SC,Jamika
79,normal,Purchase SC,Shandi
79,normal,Approve SC,Hugo
79,normal,Create PO,Ronald
79,normal,Release PO,Hassie
79,normal,Post GR,Velda
79,normal,Post IR,Brian
79,normal,Pay,Lannie
80,normal,Create SC,Jamika
80,normal,Purchase SC,Paul
80,normal,Approve SC,Hugo
80,normal,Create PO,Ronald
80,normal,Release PO,Hassie
80,normal,Post GR,Velda
80,normal,Post IR,Rossana
80,normal,Pay,Lannie
81,normal,Create SC,Jamika
81,normal,Purchase SC,Paul
81,normal,Approve SC,Hugo
81,normal,Create PO,Wilton
81,normal,Approve PO 1,Doretta
81,normal,Release PO,Hassie
81,normal,Post GR,Velda
81,normal,Post IR,Rossana
81,normal,Pay,Lannie
82,anomaly,Create SC,Jamika
82,anomaly,Purchase SC,Paul
82,anomaly,Random activity 12,Random user 3
82,anomaly,Approve SC,Hugo
82,anomaly,Create PO,Wilton
82,anomaly,Approve PO 1,Chan
82,anomaly,Release PO,Hassie
82,anomaly,Post GR,Velda
82,anomaly,Post IR,Brian
82,anomaly,Pay,Lannie
83,normal,Create SC,Jamika
83,normal,Purchase SC,Paul
83,normal,Approve SC,Hugo
83,normal,Create PO,Wilton
83,normal,Approve PO 1,Doretta
83,normal,Release PO,Grayce
83,normal,Post GR,Doretta
83,normal,Post IR,Brian
83,normal,Pay,Lannie
84,normal,Create SC,Jamika
84,normal,Purchase SC,Paul
84,normal,Approve SC,Hugo
84,normal,Create PO,Ronald
84,normal,Release PO,Grayce
84,normal,Post GR,Doretta
84,normal,Post IR,Brian
84,normal,Pay,Lannie
85,normal,Create SC,Jamika
85,normal,Purchase SC,Paul
85,normal,Approve SC,Hugo
85,normal,Create PO,Ronald
85,normal,Release PO,Hassie
85,normal,Post GR,Velda
85,normal,Post IR,Brian
85,normal,Pay,Lannie
86,normal,Create SC,Jamika
86,normal,Purchase SC,Shandi
86,normal,Approve SC,Hugo
86,normal,Create PO,Ronald
86,normal,Release PO,Deloras
86,normal,Post GR,Jin
86,normal,Post IR,Howard
86,normal,Pay,Lannie
87,normal,Create SC,Jamika
87,normal,Purchase SC,Shandi
87,normal,Approve SC,Hugo
87,normal,Create PO,Wilton
87,normal,Approve PO 1,Doretta
87,normal,Release PO,Hassie
87,normal,Post GR,Velda
87,normal,Post IR,Brian
87,normal,Pay,Lannie
88,anomaly,Random activity 1,Random user 14
88,anomaly,Create SC,Jamika
88,anomaly,Purchase SC,Paul
88,anomaly,Approve SC,Hugo
88,anomaly,Create PO,Wilton
88,anomaly,Approve PO 1,Doretta
88,anomaly,Release PO,Deloras
88,anomaly,Post GR,Micheline
88,anomaly,Post IR,Rossana
88,anomaly,Pay,Lannie
89,normal,Create SC,Jamika
89,normal,Purchase SC,Shandi
89,normal,Approve SC,Hugo
89,normal,Create PO,Wilton
89,normal,Approve PO 1,Alpha
89,normal,Approve PO 2,Ryan
89,normal,Approve PO 3,Della
89,normal,Release PO,Chan
89,normal,Post GR,Doretta
89,normal,Post IR,Brian
89,normal,Pay,Lannie
90,normal,Create SC,Jamika
90,normal,Purchase SC,Paul
90,normal,Approve SC,Hugo
90,normal,Create PO,Ronald
90,normal,Release PO,Hassie
90,normal,Post GR,Velda
90,normal,Post IR,Brian
90,normal,Pay,Lannie
91,normal,Create SC,Jamika
91,normal,Purchase SC,Paul
91,normal,Approve SC,Hugo
91,normal,Create PO,Keven
91,normal,Approve PO 1,Chan
91,normal,Release PO,Hassie
91,normal,Post GR,Velda
91,normal,Post IR,Rossana
91,normal,Pay,Lannie
92,normal,Create SC,Jamika
92,normal,Purchase SC,Paul
92,normal,Approve SC,Hugo
92,normal,Create PO,Wilton
92,normal,Approve PO 1,Chan
92,normal,Release PO,Hassie
92,normal,Post GR,Velda
92,normal,Post IR,Rossana
92,normal,Pay,Lannie
93,anomaly,Create PO,Keven
93,anomaly,Approve PO 1,Clayton
93,anomaly,Release PO,Deloras
93,anomaly,Post GR,Sherell
93,anomaly,Post IR,Alyce
93,anomaly,Pay,Lannie
94,normal,Create PR,Lisa
94,normal,Release PR,Wilton
94,normal,Create PO,Ronald
94,normal,Release PO,Deloras
94,normal,Post GR,Jin
94,normal,Post IR,Howard
94,normal,Pay,Lannie
95,anomaly,Create PR,Lisa
95,anomaly,Release PR,Evelin
95,anomaly,Create PO,Ronald
95,anomaly,Release PO,Hassie
95,anomaly,Post GR,Velda
95,anomaly,Post IR,Brian
95,anomaly,Pay,Lannie
95,anomaly,Release PO,Hassie
95,anomaly,Post GR,Velda
95,anomaly,Post IR,Brian
96,anomaly,Random activity 3,Random user 56
96,anomaly,Create SC,Jamika
96,anomaly,Purchase SC,Paul
96,anomaly,Approve SC,Hugo
96,anomaly,Random activity 8,Random user 24
96,anomaly,Create PO,Ronald
96,anomaly,Release PO,Deloras
96,anomaly,Post GR,Issac
96,anomaly,Post IR,Alyce
96,anomaly,Pay,Lannie
97,normal,Create SC,Jamika
97,normal,Purchase SC,Shandi
97,normal,Approve SC,Hugo
97,normal,Create PO,Ronald
97,normal,Release PO,Hassie
97,normal,Post GR,Velda
97,normal,Post IR,Brian
97,normal,Pay,Lannie
98,normal,Create PR,Lisa
98,normal,Release PR,Evelin
98,normal,Create PO,Keven
98,normal,Approve PO 1,Doretta
98,normal,Release PO,Hassie
98,normal,Post GR,Velda
98,normal,Post IR,Brian
98,normal,Pay,Lannie
99,normal,Create SC,Jamika
99,normal,Purchase SC,Shandi
99,normal,Approve SC,Hugo
99,normal,Create PO,Wilton
99,normal,Approve PO 1,Clayton
99,normal,Release PO,Deloras
99,normal,Post GR,Jack
99,normal,Post IR,Howard
99,normal,Pay,Lannie
100,anomaly,Create SC,Jamika
100,anomaly,Purchase SC,Paul
100,anomaly,Approve SC,Hugo
100,anomaly,Create PO,Wilton
100,anomaly,Post GR,Velda
100,anomaly,Post IR,Brian
100,anomaly,Approve PO 1,Clayton
100,anomaly,Release PO,Hassie
100,anomaly,Pay,Lannie
101,anomaly,Create SC,Jamika
101,anomaly,Purchase SC,Paul
101,anomaly,Approve SC,Hugo
101,anomaly,Post GR,Velda
101,anomaly,Post IR,Rossana
101,anomaly,Pay,Lannie
102,normal,Create SC,Jamika
102,normal,Purchase SC,Paul
102,normal,Approve SC,Hugo
102,normal,Create PO,Wilton
102,normal,Approve PO 1,Alpha
102,normal,Approve PO 2,Ryan
102,normal,Approve PO 3,Alyce
102,normal,Release PO,Chan
102,normal,Post GR,Lisa
