traceid,label,activity,user
17,normal,Approve PO 1,Jin
17,normal,Approve PO 2,Brant
17,normal,Release PO,Doretta
17,normal,Post GR,Clayton
17,normal,Post IR,Amanda
17,normal,Pay,Seth
18,normal,Create SC,Jamika
18,normal,Purchase SC,Amanda
18,normal,Approve SC,Earl
18,normal,Create PO,Micheline
18,normal,Release PO,Hannah
18,normal,Post GR,Gema
18,normal,Post IR,Amanda
18,normal,Pay,Seth
19,normal,Create SC,Jamika
19,normal,Purchase SC,Amanda
19,normal,Approve SC,Earl
19,normal,Create PO,Micheline
19,normal,Release PO,Hannah
19,normal,Post GR,Clayton
19,normal,Post IR,Ling
19,normal,Pay,Seth
20,normal,Create SC,Deloras
20,normal,Purchase SC,Amanda
20,normal,Approve SC,Earl
20,normal,Create PO,Sherell
20,normal,Release PO,Hannah
20,normal,Post GR,Gema
20,normal,Post IR,Ling
20,normal,Pay,Seth
21,normal,Create SC,Deloras
21,normal,Purchase SC,Amanda
21,normal,Approve SC,Earl
21,normal,Create PO,Ryan
21,normal,Release PO,Hannah
21,normal,Post GR,Sharee
21,normal,Post IR,Hassie
21,normal,Pay,Seth
22,anomaly,Create SC,Rossana
22,anomaly,Purchase SC,Amanda
22,anomaly,Approve SC,Earl
22,anomaly,Create PO,Maryellen
22,anomaly,Release PO,Hannah
22,anomaly,Post GR,Gema
22,anomaly,Post IR,Ronald
22,anomaly,Pay,Seth
23,anomaly,Create SC,Deloras
23,anomaly,Purchase SC,Amanda
23,anomaly,Approve SC,Earl
23,anomaly,Create PO,Ryan
23,anomaly,Release PO,Hannah
23,anomaly,Post GR,Sharee
23,anomaly,Post IR,Ronald
23,anomaly,Pay,Seth
24,anomaly,Create SC,Deloras
24,anomaly,Approve SC,Earl
24,anomaly,Create PO,Grayce
24,anomaly,Approve PO 1,Jin
24,anomaly,Approve PO 2,Seth
24,anomaly,Purchase SC,Amanda
24,anomaly,Approve PO 3,Rossana
24,anomaly,Release PO,Doretta
24,anomaly,Post GR,Sharee
24,anomaly,Post IR,Sigrid
24,anomaly,Pay,Seth
25,normal,Create SC,Jamika
25,normal,Purchase SC,Amanda
25,normal,Approve SC,Earl
25,normal,Create PO,Maryellen
25,normal,Release PO,Hannah
25,normal,Post GR,Sharee
25,normal,Post IR,Lannie
25,normal,Pay,Howard
26,anomaly,Create SC,Deloras
26,anomaly,Purchase SC,Amanda
26,anomaly,Approve SC,Earl
26,anomaly,Create PO,Ryan
26,anomaly,Release PO,Hannah
26,anomaly,Post GR,Gema
26,anomaly,Post IR,Ronald
26,anomaly,Release PO,Hannah
26,anomaly,Post GR,Gema
26,anomaly,Pay,Seth
27,normal,Create SC,Jamika
27,normal,Purchase SC,Amanda
27,normal,Approve SC,Earl
27,normal,Create PO,Ryan
27,normal,Release PO,Hannah
27,normal,Post GR,Gema
27,normal,Post IR,Ling
27,normal,Pay,Seth
28,normal,Create SC,Deloras
28,normal,Purchase SC,Amanda
28,normal,Approve SC,Earl
28,normal,Create PO,Grayce
28,normal,Approve PO 1,Alyce
28,normal,Release PO,Lourdes
28,normal,Post GR,Roseanne
28,normal,Post IR,Sharee
28,normal,Pay,Jin
29,normal,Create SC,Deloras
29,normal,Purchase SC,Amanda
29,normal,Approve SC,Earl
29,normal,Create PO,Ryan
29,normal,Release PO,Hannah
29,normal,Post GR,Sharee
29,normal,Post IR,Hassie
29,normal,Pay,Gema
30,normal,Create SC,Deloras
30,normal,Purchase SC,Amanda
30,normal,Approve SC,Earl
30,normal,Create PO,Chan
30,normal,Release PO,Hannah
30,normal,Post GR,Clayton
30,normal,Post IR,Ling
30,normal,Pay,Seth
31,normal,Create SC,Deloras
31,normal,Purchase SC,Amanda
31,normal,Approve SC,Earl
31,normal,Create PO,Chan
31,normal,Release PO,Hannah
31,normal,Post GR,Gema
31,normal,Post IR,Ronald
31,normal,Pay,Seth
32,normal,Create SC,Deloras
32,normal,Purchase SC,Amanda
32,normal,Approve SC,Earl
32,normal,Create PO,Grayce
32,normal,Approve PO 1,Jin
32,normal,Approve PO 2,Seth
32,normal,Approve PO 3,Rossana
32,normal,Release PO,Hannah
32,normal,Post GR,Sharee
32,normal,Post IR,Ling
32,normal,Pay,Seth
33,anomaly,Create SC,Deloras
33,anomaly,Purchase SC,Amanda
33,anomaly,Approve SC,Earl
33,anomaly,Create PO,Ryan
33,anomaly,Random activity 1,Random user 48
33,anomaly,Release PO,Hannah
33,anomaly,Post GR,Sharee
33,anomaly,Post IR,Hassie
33,anomaly,Pay,Pam
34,normal,Create PR,Charles
34,normal,Release PR,Johnny
34,normal,Create PO,Lucy
34,normal,Release PO,Doretta
34,normal,Post GR,Clayton
34,normal,Post IR,Ronald
34,normal,Pay,Seth
35,anomaly,Create SC,Deloras
35,anomaly,Purchase SC,Amanda
35,anomaly,Approve SC,Earl
35,anomaly,Create PO,Maryellen
35,anomaly,Release PO,Hannah
35,anomaly,Purchase SC,Amanda
35,anomaly,Approve SC,Earl
35,anomaly,Post GR,Sharee
35,anomaly,Post IR,Lannie
35,anomaly,Pay,Elisha
36,normal,Create SC,Deloras
36,normal,Purchase SC,Amanda
36,normal,Approve SC,Earl
36,normal,Create PO,Grayce
36,normal,Approve PO 1,Grayce
36,normal,Release PO,Doretta
36,normal,Post GR,Gema
36,normal,Post IR,Amanda
36,normal,Pay,Seth
37,normal,Create SC,Jamika
37,normal,Purchase SC,Amanda
37,normal,Approve SC,Earl
37,normal,Create PO,Chan
37,normal,Release PO,Hannah
37,normal,Post GR,Sharee
37,normal,Post IR,Lannie
37,normal,Pay,Elisha
38,normal,Create SC,Deloras
38,normal,Purchase SC,Amanda
38,normal,Approve SC,Earl
38,normal,Create PO,Grayce
38,normal,Approve PO 1,Alyce
38,normal,Release PO,Evelin
38,normal,Post GR,Roseanne
38,normal,Post IR,Ronald
38,normal,Pay,Seth
39,normal,Create SC,Deloras
39,normal,Purchase SC,Amanda
39,normal,Approve SC,Earl
39,normal,Create PO,Ryan
39,normal,Release PO,Hannah
39,normal,Post GR,Clayton
39,normal,Post IR,Ling
39,normal,Pay,Seth
40,anomaly,Create SC,Deloras
40,anomaly,Purchase SC,Amanda
40,anomaly,Approve SC,Earl
40,anomaly,Create PO,Maryellen
40,anomaly,Purchase SC,Amanda
40,anomaly,Approve SC,Earl
40,anomaly,Create PO,Maryellen
40,anomaly,Release PO,Hannah
40,anomaly,Post GR,Sharee
40,anomaly,Post IR,Hassie
40,anomaly,Pay,Gema
41,normal,Create SC,Deloras
41,normal,Purchase SC,Amanda
41,normal,Approve SC,Earl
41,normal,Create PO,Ryan
41,normal,Release PO,Hannah
41,normal,Post GR,Sharee
41,normal,Post IR,Sigrid
41,normal,Pay,Seth
42,anomaly,Create SC,Deloras
42,anomaly,Approve SC,Earl
42,anomaly,Purchase SC,Amanda
42,anomaly,Create PO,Ryan
42,anomaly,Release PO,Hannah
42,anomaly,Post GR,Gema
42,anomaly,Post IR,Ling
42,anomaly,Pay,Seth
43,normal,Create SC,Deloras
43,normal,Purchase SC,Amanda
43,normal,Approve SC,Earl
43,normal,Create PO,Grayce
43,normal,Approve PO 1,Anna
43,normal,Release PO,Sherell
43,normal,Post GR,Sharee
43,normal,Post IR,Gema
43,normal,Pay,Howard
44,anomaly,Create SC,Jamika
44,anomaly,Purchase SC,Amanda
44,anomaly,Random activity 11,Random user 39
44,anomaly,Approve SC,Earl
44,anomaly,Create PO,Micheline
44,anomaly,Release PO,Hannah
44,anomaly,Post GR,Clayton
44,anomaly,Post IR,Ling
44,anomaly,Pay,Seth
45,anomaly,Release PO,Hannah
45,anomaly,Create SC,Deloras
45,anomaly,Purchase SC,Amanda
45,anomaly,Approve SC,Earl
45,anomaly,Create PO,Ryan
45,anomaly,Post GR,Sharee
45,anomaly,Post IR,Sigrid
45,anomaly,Pay,Seth
46,normal,Create SC,Jamika
46,normal,Purchase SC,Amanda
46,normal,Approve SC,Earl
46,normal,Create PO,Ryan
46,normal,Release PO,Hannah
46,normal,Post GR,Clayton
46,normal,Post IR,Amanda
46,normal,Pay,Seth
47,anomaly,Create SC,Jamika
47,anomaly,Purchase SC,Amanda
47,anomaly,Approve SC,Earl
47,anomaly,Create PO,Ryan
47,anomaly,Release PO,Doretta
47,anomaly,Pay,Jin
48,anomaly,Create PR,Charles
48,anomaly,Release PR,Jin
48,anomaly,Create PO,Chan
48,anomaly,Approve PO 1,Jin
48,anomaly,Approve PO 2,Seth
48,anomaly,Approve PO 3,Amanda
48,anomaly,Release PO,Hannah
48,anomaly,Post GR,Clayton
48,anomaly,Approve PO 2,Seth
48,anomaly,Approve PO 3,Amanda
48,anomaly,Post IR,Ling
48,anomaly,Pay,Seth
49,normal,Create SC,Deloras
49,normal,Purchase SC,Amanda
49,normal,Approve SC,Earl
49,normal,Create PO,Chan
49,normal,Release PO,Hannah
49,normal,Post GR,Sharee
49,normal,Post IR,Gema
49,normal,Pay,Elisha
50,normal,Create SC,Jamika
50,normal,Purchase SC,Amanda
50,normal,Approve SC,Earl
50,normal,Create PO,Maryellen
50,normal,Release PO,Doretta
50,normal,Post GR,Gema
50,normal,Post IR,Ling
50,normal,Pay,Seth
51,normal,Create SC,Deloras
51,normal,Purchase SC,Amanda
51,normal,Approve SC,Earl
51,normal,Create PO,Maryellen
51,normal,Release PO,Hannah
51,normal,Post GR,Clayton
51,normal,Post IR,Sharee
51,normal,Pay,Jin
52,normal,Create SC,Deloras
52,normal,Purchase SC,Amanda
52,normal,Approve SC,Earl
52,normal,Create PO,Grayce
52,normal,Approve PO 1,Alyce
52,normal,Release PO,Brant
52,normal,Post GR,Gema
52,normal,Post IR,Ronald
52,normal,Pay,Seth
53,normal,Create SC,Jamika
53,normal,Purchase SC,Amanda
53,normal,Approve SC,Earl
53,normal,Create PO,Maryellen
53,normal,Release PO,Hannah
53,normal,Post GR,Clayton
53,normal,Post IR,Sharee
53,normal,Pay,Sandra
54,anomaly,Create SC,Deloras
54,anomaly,Purchase SC,Amanda
54,anomaly,Approve SC,Earl
54,anomaly,Create PO,Maryellen
54,anomaly,Release PO,Hannah
54,anomaly,Pay,Seth
55,normal,Create SC,Deloras
55,normal,Purchase SC,Amanda
55,normal,Approve SC,Earl
55,normal,Create PO,Ryan
55,normal,Release PO,Hannah
55,normal,Post GR,Gema
55,normal,Post IR,Ling
55,normal,Pay,Seth
56,normal,Create SC,Deloras
56,normal,Purchase SC,Amanda
56,normal,Approve SC,Earl
56,normal,Create PO,Ryan
56,normal,Release PO,Doretta
56,normal,Post GR,Clayton
56,normal,Post IR,Ronald
56,normal,Pay,Seth
57,normal,Create SC,Deloras
57,normal,Purchase SC,Amanda
57,normal,Approve SC,Earl
57,normal,Create PO,Ryan
57,normal,Release PO,Doretta
57,normal,Post GR,Gema
57,normal,Post IR,Ronald
57,normal,Pay,Seth
58,normal,Create SC,Deloras
58,normal,Purchase SC,Amanda
58,normal,Approve SC,Earl
58,normal,Create PO,Ryan
58,normal,Release PO,Hannah
58,normal,Post GR,Sharee
58,normal,Post IR,Deloras
58,normal,Pay,Seth
59,anomaly,Create SC,Deloras
59,anomaly,Purchase SC,Amanda
59,anomaly,Approve SC,Earl
59,anomaly,Create PO,Ryan
59,anomaly,Release PO,Hannah
59,anomaly,Post GR,Gema
59,anomaly,Post IR,Ronald
59,anomaly,Pay,Seth
59,anomaly,Release PO,Hannah
59,anomaly,Post GR,Gema
59,anomaly,Post IR,Ronald
60,normal,Create SC,Jamika
60,normal,Purchase SC,Amanda
60,normal,Approve SC,Earl
60,normal,Create PO,Maryellen
60,normal,Release PO,Hannah
60,normal,Post GR,Gema
60,normal,Post IR,Ling
60,normal,Pay,Seth
61,normal,Create SC,Jamika
61,normal,Purchase SC,Amanda
61,normal,Approve SC,Earl
61,normal,Create PO,Ryan
61,normal,Release PO,Hannah
61,normal,Post GR,Gema
61,normal,Post IR,Ling
61,normal,Pay,Seth
62,normal,Create SC,Deloras
62,normal,Purchase SC,Amanda
62,normal,Approve SC,Earl
62,normal,Create PO,Ryan
62,normal,Release PO,Doretta
62,normal,Post GR,Gema
62,normal,Post IR,Ronald
62,normal,Pay,Seth
63,normal,Create SC,Deloras
63,normal,Purchase SC,Amanda
63,normal,Approve SC,Earl
63,normal,Create PO,Maryellen
63,normal,Release PO,Hannah
63,normal,Post GR,Sharee
63,normal,Post IR,Hassie
63,normal,Pay,Pam
64,normal,Create PR,Charles
64,normal,Release PR,Johnny
64,normal,Create PO,Chan
64,normal,Release PO,Hannah
64,normal,Post GR,Sharee
64,normal,Post IR,Deloras
64,normal,Pay,Seth
65,anomaly,Create PR,Charles
65,anomaly,Release PR,Johnny
65,anomaly,Create PO,Lucy
65,anomaly,Release PO,Hannah
65,anomaly,Post IR,Lannie
65,anomaly,Pay,Howard
66,normal,Create SC,Deloras
66,normal,Purchase SC,Amanda
66,normal,Approve SC,Earl
66,normal,Create PO,Grayce
66,normal,Approve PO 1,Joe
66,normal,Release PO,Hannah
66,normal,Post GR,Gema
66,normal,Post IR,Ling
66,normal,Pay,Seth
67,normal,Create SC,Deloras
67,normal,Purchase SC,Amanda
67,normal,Approve SC,Earl
67,normal,Create PO,Chan
67,normal,Release PO,Hannah
67,normal,Post GR,Sharee
67,normal,Post IR,Deloras
67,normal,Pay,Seth
68,normal,Create SC,Deloras
68,normal,Purchase SC,Amanda
68,normal,Approve SC,Earl
68,normal,Create PO,Ryan
68,normal,Release PO,Hannah
68,normal,Post GR,Gema
68,normal,Post IR,Ronald
68,normal,Pay,Seth
69,normal,Create SC,Deloras
69,normal,Purchase SC,Amanda
69,normal,Approve SC,Earl
69,normal,Create PO,Ryan
69,normal,Release PO,Doretta
69,normal,Post GR,Sharee
69,normal,Post IR,Gema
69,normal,Pay,Howard
70,normal,Create SC,Deloras
70,normal,Purchase SC,Amanda
70,normal,Approve SC,Earl
70,normal,Create PO,Chan
70,normal,Release PO,Hannah
70,normal,Post GR,Sharee
70,normal,Post IR,Hassie
70,normal,Pay,Pam
71,normal,Create SC,Deloras
71,normal,Purchase SC,Amanda
71,normal,Approve SC,Earl
71,normal,Create PO,Maryellen
71,normal,Release PO,Hannah
71,normal,Post GR,Clayton
71,normal,Post IR,Ronald
71,normal,Pay,Seth
72,anomaly,Create SC,Deloras
72,anomaly,Purchase SC,Amanda
72,anomaly,Approve SC,Earl
72,anomaly,Create PO,Grayce
72,anomaly,Approve PO 1,Ronald
72,anomaly,Release PO,Hannah
72,anomaly,Post GR,Clayton
72,anomaly,Post IR,Amanda
72,anomaly,Pay,Seth
73,normal,Create SC,Deloras
73,normal,Purchase SC,Amanda
73,normal,Approve SC,Earl
73,normal,Create PO,Maryellen
73,normal,Release PO,Hannah
73,normal,Post GR,Gema
73,normal,Post IR,Ling
73,normal,Pay,Seth
74,normal,Create SC,Deloras
74,normal,Purchase SC,Amanda
74,normal,Approve SC,Earl
74,normal,Create PO,Grayce
74,normal,Approve PO 1,Craig
74,normal,Approve PO 2,Lucy
74,normal,Release PO,Brant
74,normal,Post GR,Sharee
74,normal,Post IR,Lannie
74,normal,Pay,Howard
75,anomaly,Create SC,Jamika
75,anomaly,Purchase SC,Amanda
75,anomaly,Approve SC,Earl
75,anomaly,Create PO,Maryellen
75,anomaly,Post IR,Ling
75,anomaly,Pay,Seth
76,normal,Create SC,Deloras
76,normal,Purchase SC,Amanda
76,normal,Approve SC,Earl
76,normal,Create PO,Ryan
76,normal,Release PO,Hannah
76,normal,Post GR,Sharee
76,normal,Post IR,Sherlene
76,normal,Pay,Seth
77,normal,Create SC,Deloras
77,normal,Purchase SC,Amanda
77,normal,Approve SC,Earl
77,normal,Create PO,Ryan
77,normal,Release PO,Hannah
77,normal,Post GR,Gema
77,normal,Post IR,Ling
77,normal,Pay,Seth
78,normal,Create SC,Deloras
78,normal,Purchase SC,Amanda
78,normal,Approve SC,Earl
78,normal,Create PO,Grayce
78,normal,Approve PO 1,Jin
78,normal,Approve PO 2,Sandra
78,normal,Release PO,Hannah
78,normal,Post GR,Sharee
78,normal,Post IR,Gema
78,normal,Pay,Howard
79,anomaly,Create PR,Charles
79,anomaly,Release PR,Jin
79,anomaly,Create PO,Chan
79,anomaly,Release PO,Hannah
79,anomaly,Post GR,Sharee
79,anomaly,Post IR,Sherlene
79,anomaly,Pay,Seth
79,anomaly,Post IR,Sherlene
79,anomaly,Pay,Seth
80,normal,Create SC,Deloras
80,normal,Purchase SC,Amanda
80,normal,Approve SC,Earl
80,normal,Create PO,Maryellen
80,normal,Release PO,Hannah
80,normal,Post GR,Gema
80,normal,Post IR,Ling
80,normal,Pay,Seth
81,anomaly,Create SC,Deloras
81,anomaly,Post GR,Gema
81,anomaly,Post IR,Ronald
81,anomaly,Purchase SC,Amanda
81,anomaly,Approve SC,Earl
81,anomaly,Create PO,Ryan
81,anomaly,Release PO,Hannah
81,anomaly,Pay,Seth
82,normal,Create SC,Deloras
82,normal,Purchase SC,Amanda
82,normal,Approve SC,Earl
82,normal,Create PO,Maryellen
82,normal,Release PO,Hannah
82,normal,Post GR,Sharee
82,normal,Post IR,Lannie
82,normal,Pay,Howard
83,normal,Create SC,Deloras
83,normal,Purchase SC,Amanda
83,normal,Approve SC,Earl
83,normal,Create PO,Grayce
83,normal,Approve PO 1,Anna
83,normal,Release PO,Brant
83,normal,Post GR,Sharee
83,normal,Post IR,Sherlene
83,normal,Pay,Seth
84,anomaly,Create SC,Deloras
84,anomaly,Purchase SC,Amanda
84,anomaly,Approve SC,Earl
84,anomaly,Approve PO 1,Alyce
84,anomaly,Release PO,Brant
84,anomaly,Post GR,Clayton
84,anomaly,Post IR,Ling
84,anomaly,Pay,Seth
85,anomaly,Create SC,Deloras
85,anomaly,Post GR,Gema
85,anomaly,Purchase SC,Amanda
85,anomaly,Approve SC,Earl
85,anomaly,Create PO,Ryan
85,anomaly,Release PO,Hannah
85,anomaly,Post IR,Ling
85,anomaly,Pay,Seth
86,normal,Create SC,Deloras
86,normal,Purchase SC,Amanda
86,normal,Approve SC,Earl
86,normal,Create PO,Ryan
86,normal,Release PO,Hannah
86,normal,Post GR,Sharee
86,normal,Post IR,Deloras
86,normal,Pay,Seth
87,anomaly,Create SC,Deloras
87,anomaly,Purchase SC,Amanda
87,anomaly,Approve SC,Earl
87,anomaly,Create PO,Sherell
87,anomaly,Release PO,Hannah
87,anomaly,Post GR,Clayton
87,anomaly,Pay,Seth
88,normal,Create SC,Deloras
88,normal,Purchase SC,Amanda
88,normal,Approve SC,Earl
88,normal,Create PO,Grayce
88,normal,Approve PO 1,Grayce
88,normal,Release PO,Doretta
88,normal,Post GR,Gema
88,normal,Post IR,Ling
88,normal,Pay,Seth
89,normal,Create SC,Deloras
89,normal,Purchase SC,Amanda
89,normal,Approve SC,Earl
89,normal,Create PO,Ryan
89,normal,Release PO,Hannah
89,normal,Post GR,Clayton
89,normal,Post IR,Ling
89,normal,Pay,Seth
90,normal,Create PR,Lannie
90,normal,Release PR,Johnny
90,normal,Create PO,Lucy
90,normal,Release PO,Hannah
90,normal,Post GR,Clayton
90,normal,Post IR,Amanda
90,normal,Pay,Seth
91,anomaly,Post GR,Gema
91,anomaly,Create SC,Deloras
91,anomaly,Purchase SC,Amanda
91,anomaly,Approve SC,Earl
91,anomaly,Create PO,Chan
91,anomaly,Release PO,Hannah
91,anomaly,Post IR,Ling
91,anomaly,Pay,Seth
92,normal,Create SC,Deloras
92,normal,Purchase SC,Amanda
92,normal,Approve SC,Earl
92,normal,Create PO,Grayce
92,normal,Approve PO 1,Joe
92,normal,Release PO,Hannah
92,normal,Post GR,Gema
92,normal,Post IR,Ronald
92,normal,Pay,Seth
93,normal,Create SC,Deloras
93,normal,Purchase SC,Amanda
93,normal,Approve SC,Earl
93,normal,Create PO,Ryan
93,normal,Release PO,Hannah
93,normal,Post GR,Sharee
93,normal,Post IR,Sherlene
93,normal,Pay,Seth
94,anomaly,Create PR,Lannie
94,anomaly,Release PR,Jin
94,anomaly,Create PO,Chan
94,anomaly,Approve PO 1,Grayce
94,anomaly,Post GR,Gema
94,anomaly,Post IR,Amanda
94,anomaly,Pay,Seth
95,normal,Create SC,Jamika
95,normal,Purchase SC,Amanda
95,normal,Approve SC,Earl
95,normal,Create PO,Chan
95,normal,Release PO,Hannah
95,normal,Post GR,Gema
95,normal,Post IR,Ling
95,normal,Pay,Seth
96,normal,Create SC,Jamika
96,normal,Purchase SC,Amanda
96,normal,Approve SC,Earl
96,normal,Create PO,Chan
96,normal,Release PO,Hannah
96,normal,Post GR,Gema
96,normal,Post IR,Amanda
96,normal,Pay,Seth
97,normal,Create SC,Deloras
97,normal,Purchase SC,Amanda
97,normal,Approve SC,Earl
97,normal,Create PO,Grayce
97,normal,Approve PO 1,Anna
97,normal,Release PO,Evelin
97,normal,Post GR,Sherlene
97,normal,Post IR,Ling
97,normal,Pay,Seth
98,normal,Create SC,Deloras
98,normal,Purchase SC,Amanda
98,normal,Approve SC,Earl
98,normal,Create PO,Ryan
98,normal,Release PO,Hannah
98,normal,Post GR,Clayton
98,normal,Post IR,Ronald
98,normal,Pay,Seth
99,normal,Create SC,Deloras
99,normal,Purchase SC,Amanda
99,normal,Approve SC,Earl
99,normal,Create PO,Maryellen
99,normal,Release PO,Hannah
99,normal,Post GR,Sharee
99,normal,Post IR,Hassie
99,normal,Pay,Pam
100,normal,Create SC,Jamika
100,normal,Purchase SC,Amanda
100,normal,Approve SC,Earl
100,normal,Create PO,Chan
100,normal,Release PO,Hannah
100,normal,Post GR,Gema
100,normal,Post IR,Ling
100,normal,Pay,Seth
101,normal,Create PR,Charles
101,normal,Release PR,Johnny
101,normal,Create PO,Chan
101,normal,Approve PO 1,Jin
101,normal,Approve PO 2,Brant
101,normal,Release PO,Lourdes
101,normal,Post GR,Roseanne
101,normal,Post IR,Amanda
101,normal,Pay,Seth
102,normal,Create SC,Deloras
102,normal,Purchase SC,Amanda
102,normal,Approve SC,Earl
102,normal,Create PO,Maryellen
102,normal,Release PO,Doretta
102,normal,Post GR,Gema
102,normal,Post IR,Ling
102,normal,Pay,Seth
103,normal,Create SC,Deloras
103,normal,Purchase SC,Amanda
103,normal,Approve SC,Earl
103,normal,Create PO,Ryan
103,normal,Release PO,Hannah
103,normal,Post GR,Sharee
103,normal,Post IR,Hassie
103,normal,Pay,Pam
104,anomaly,Create SC,Sigrid
104,anomaly,Purchase SC,Amanda
104,anomaly,Approve SC,Earl
104,anomaly,Create PO,Ryan
104,anomaly,Release PO,Hannah
104,anomaly,Post GR,Gema
104,anomaly,Post IR,Ronald
104,anomaly,Pay,Seth
105,normal,Create SC,Jamika
105,normal,Purchase SC,Amanda
105,normal,Approve SC,Earl
105,normal,Create PO,Ryan
105,normal,Release PO,Hannah
105,normal,Post GR,Gema
105,normal,Post IR,Ling
105,normal,Pay,Seth
106,normal,Create SC,Deloras
106,normal,Purchase SC,Amanda
106,normal,Approve SC,Earl
106,normal,Create PO,Ryan
106,normal,Release PO,Hannah
106,normal,Post GR,Gema
106,normal,Post IR,Ronald
106,normal,Pay,Seth
107,normal,Create SC,Deloras
107,normal,Purchase SC,Amanda
107,normal,Approve SC,Earl
107,normal,Create PO,Grayce
107,normal,Approve PO 1,Seth
107,normal,Approve PO 2,Lucy
107,normal,Release PO,Sherell
107,normal,Post GR,Sharee
107,normal,Post IR,Lannie
107,normal,Pay,Howard
