traceid,label,activity,user
20,anomaly,Create SC,Gema
20,anomaly,Random activity 1,Random user 64
20,anomaly,Purchase SC,Hannah
20,anomaly,Approve SC,Joe
20,anomaly,Create PO,Grayce
20,anomaly,Approve PO 1,Howard
20,anomaly,Random activity 5,Random user 59
20,anomaly,Release PO,Jamika
20,anomaly,Post GR,Brant
20,anomaly,Post IR,Frances
20,anomaly,Pay,Charles
21,normal,Create PR,Donald
21,normal,Release PR,Lourdes
21,normal,Create PO,Brian
21,normal,Release PO,Melany
21,normal,Post GR,Brant
21,normal,Post IR,Shandi
21,normal,Pay,Evelin
22,normal,Create PR,Josef
22,normal,Release PR,Lourdes
22,normal,Create PO,Keven
22,normal,Release PO,Steve
22,normal,Post GR,Hannah
22,normal,Post IR,Sherlene
22,normal,Pay,Steve
23,anomaly,Random activity 3,Random user 23
23,anomaly,Create PR,Josef
23,anomaly,Release PR,Lourdes
23,anomaly,Create PO,Brian
23,anomaly,Release PO,Rossana
23,anomaly,Post GR,Hannah
23,anomaly,Post IR,Lucy
23,anomaly,Pay,Josef
24,normal,Create PR,Josef
24,normal,Release PR,Jack
24,normal,Create PO,Carmella
24,normal,Release PO,Emily
24,normal,Post GR,Jack
24,normal,Post IR,Grayce
24,normal,Pay,Evelin
25,normal,Create PR,Donald
25,normal,Release PR,Lourdes
25,normal,Create PO,Brian
25,normal,Release PO,Rossana
25,normal,Post GR,Hannah
25,normal,Post IR,Grayce
25,normal,Pay,Evelin
26,normal,Create PR,Josef
26,normal,Release PR,Jack
26,normal,Create PO,Seth
26,normal,Approve PO 1,Brian
26,normal,Approve PO 2,Wilton
26,normal,Release PO,Emily
26,normal,Post GR,Hannah
26,normal,Post IR,Grayce
26,normal,Pay,Evelin
27,normal,Create PR,Josef
27,normal,Release PR,Lourdes
27,normal,Create PO,Micheline
27,normal,Release PO,Hugo
27,normal,Post GR,Hannah
27,normal,Post IR,Grayce
27,normal,Pay,Evelin
28,normal,Create PR,Josef
28,normal,Release PR,Jack
28,normal,Create PO,Carmella
28,normal,Release PO,Emily
28,normal,Post GR,Hannah
28,normal,Post IR,Sherlene
28,normal,Pay,Charles
29,anomaly,Create PR,Josef
29,anomaly,Post GR,Hannah
29,anomaly,Release PR,Lourdes
29,anomaly,Create PO,Hannah
29,anomaly,Release PO,Steve
29,anomaly,Post IR,Sherlene
29,anomaly,Pay,Roy
30,normal,Create PR,Josef
30,normal,Release PR,Lourdes
30,normal,Create PO,Grayce
30,normal,Approve PO 1,Issac
30,normal,Approve PO 2,Hassie
30,normal,Approve PO 3,Ryan
30,normal,Release PO,Melany
30,normal,Post GR,Brant
30,normal,Post IR,Sherlene
30,normal,Pay,Keven
31,anomaly,Create PO,Carmella
31,anomaly,Create PR,Josef
31,anomaly,Release PR,Jack
31,anomaly,Release PO,Donald
31,anomaly,Post GR,Jack
31,anomaly,Post IR,Shandi
31,anomaly,Pay,Evelin
32,normal,Create PR,Josef
32,normal,Release PR,Jack
32,normal,Create PO,Keven
32,normal,Release PO,Donald
32,normal,Post GR,Jack
32,normal,Post IR,Lucy
32,normal,Pay,Josef
33,normal,Create PR,Donald
33,normal,Release PR,Jack
33,normal,Create PO,Hannah
33,normal,Release PO,Emily
33,normal,Post GR,Hannah
33,normal,Post IR,Rossie
33,normal,Pay,Josef
34,normal,Create PR,Josef
34,normal,Release PR,Lourdes
34,normal,Create PO,Micheline
34,normal,Release PO,Jamika
34,normal,Post GR,Brant
34,normal,Post IR,Sherlene
34,normal,Pay,Charles
35,normal,Create PR,Josef
35,normal,Release PR,Jack
35,normal,Create PO,Micheline
35,normal,Release PO,Rossana
35,normal,Post GR,Jack
35,normal,Post IR,Shandi
35,normal,Pay,Evelin
36,normal,Create PR,Donald
36,normal,Release PR,Lourdes
36,normal,Create PO,Micheline
36,normal,Release PO,Melany
36,normal,Post GR,Lisa
36,normal,Post IR,Sigrid
36,normal,Pay,Roy
37,normal,Create PR,Josef
37,normal,Release PR,Jack
37,normal,Create PO,Seth
37,normal,Approve PO 1,Rossana
37,normal,Release PO,Lucy
37,normal,Post GR,Brant
37,normal,Post IR,Lucy
37,normal,Pay,Josef
38,normal,Create PR,Josef
38,normal,Release PR,Lourdes
38,normal,Create PO,Seth
38,normal,Approve PO 1,Howard
38,normal,Approve PO 2,Wilton
38,normal,Release PO,Emily
38,normal,Post GR,Hannah
38,normal,Post IR,Rossie
38,normal,Pay,Jimmy
39,normal,Create PR,Donald
39,normal,Release PR,Lourdes
39,normal,Create PO,Brian
39,normal,Release PO,Hugo
39,normal,Post GR,Hannah
39,normal,Post IR,Frances
39,normal,Pay,Charles
40,anomaly,Create PR,Donald
40,anomaly,Random activity 5,Random user 43
40,anomaly,Release PR,Jack
40,anomaly,Create PO,Micheline
40,anomaly,Release PO,Rossana
40,anomaly,Post GR,Hannah
40,anomaly,Post IR,Rossie
40,anomaly,Pay,Josef
41,normal,Create PR,Della
41,normal,Release PR,Jack
41,normal,Create PO,Carmella
41,normal,Release PO,Steve
41,normal,Post GR,Evelin
41,normal,Post IR,Shandi
41,normal,Pay,Evelin
42,normal,Create PR,Donald
42,normal,Release PR,Jack
42,normal,Create PO,Carmella
42,normal,Release PO,Emily
42,normal,Post GR,Hannah
42,normal,Post IR,Lucy
42,normal,Pay,Jimmy
43,anomaly,Create PR,Donald
43,anomaly,Release PR,Jack
43,anomaly,Create PO,Seth
43,anomaly,Approve PO 3,Jamika
43,anomaly,Release PO,Craig
43,anomaly,Approve PO 1,Howard
43,anomaly,Approve PO 2,Sharee
43,anomaly,Post GR,Hannah
43,anomaly,Post IR,Rossie
43,anomaly,Pay,Josef
44,normal,Create PR,Josef
44,normal,Release PR,Jack
44,normal,Create PO,Seth
44,normal,Approve PO 1,Rossana
44,normal,Release PO,Craig
44,normal,Post GR,Hannah
44,normal,Post IR,Frances
44,normal,Pay,Steve
45,normal,Create PR,Donald
45,normal,Release PR,Lourdes
45,normal,Create PO,Micheline
45,normal,Release PO,Hugo
45,normal,Post GR,Jack
45,normal,Post IR,Steve
45,normal,Pay,Josef
46,anomaly,Create PR,Josef
46,anomaly,Release PR,Lourdes
46,anomaly,Create PO,Alpha
46,anomaly,Approve PO 2,Iluminada
46,anomaly,Release PO,Craig
46,anomaly,Post GR,Hannah
46,anomaly,Post IR,Lucy
46,anomaly,Pay,Josef
47,normal,Create PR,Donald
47,normal,Release PR,Jack
47,normal,Create PO,Hannah
47,normal,Release PO,Steve
47,normal,Post GR,Evelin
47,normal,Post IR,Lucy
47,normal,Pay,Josef
48,anomaly,Create PR,Donald
48,anomaly,Random activity 11,Random user 12
48,anomaly,Release PR,Jack
48,anomaly,Random activity 5,Random user 67
48,anomaly,Create PO,Carmella
48,anomaly,Release PO,Emily
48,anomaly,Post GR,Hannah
48,anomaly,Post IR,Sherlene
48,anomaly,Pay,Roy
49,normal,Create PR,Donald
49,normal,Release PR,Jack
49,normal,Create PO,Carmella
49,normal,Release PO,Emily
49,normal,Post GR,Hannah
49,normal,Post IR,Lucy
49,normal,Pay,Jimmy
50,normal,Create PR,Josef
50,normal,Release PR,Lourdes
50,normal,Create PO,Hannah
50,normal,Release PO,Melany
50,normal,Post GR,Alpha
50,normal,Post IR,Brian
50,normal,Pay,Roy
51,anomaly,Create PR,Josef
51,anomaly,Release PR,Jack
51,anomaly,Create PO,Brian
51,anomaly,Release PO,Hugo
51,anomaly,Post GR,Hannah
51,anomaly,Pay,Evelin
52,normal,Create PR,Donald
52,normal,Release PR,Lourdes
52,normal,Create PO,Carmella
52,normal,Release PO,Emily
52,normal,Post GR,Jack
52,normal,Post IR,Shandi
52,normal,Pay,Evelin
53,normal,Create PR,Josef
53,normal,Release PR,Lourdes
53,normal,Create PO,Micheline
53,normal,Release PO,Melany
53,normal,Post GR,Brant
53,normal,Post IR,Rossie
53,normal,Pay,Josef
54,normal,Create PR,Josef
54,normal,Release PR,Lourdes
54,normal,Create PO,Seth
54,normal,Approve PO 1,Rossana
54,normal,Release PO,Lucy
54,normal,Post GR,Brant
54,normal,Post IR,Lucy
54,normal,Pay,Josef
55,anomaly,Create PR,Josef
55,anomaly,Release PR,Lourdes
55,anomaly,Create PO,Brian
55,anomaly,Post IR,Carmella
55,anomaly,Pay,Josef
56,normal,Create PR,Donald
56,normal,Release PR,Lourdes
56,normal,Create PO,Carmella
56,normal,Release PO,Donald
56,normal,Post GR,Hannah
56,normal,Post IR,Lucy
56,normal,Pay,Josef
57,normal,Create PR,Donald
57,normal,Release PR,Lourdes
57,normal,Create PO,Seth
57,normal,Approve PO 1,Howard
57,normal,Approve PO 2,Wilton
57,normal,Release PO,Emily
57,normal,Post GR,Hannah
57,normal,Post IR,Rossie
57,normal,Pay,Josef
58,normal,Create PR,Donald
58,normal,Release PR,Jack
58,normal,Create PO,Alpha
58,normal,Approve PO 1,Issac
58,normal,Approve PO 2,Iluminada
58,normal,Release PO,Lucy
58,normal,Post GR,Lisa
58,normal,Post IR,Carmella
58,normal,Pay,Josef
59,normal,Create PR,Donald
59,normal,Release PR,Jack
59,normal,Create PO,Brian
59,normal,Release PO,Melany
59,normal,Post GR,Brant
59,normal,Post IR,Rossie
59,normal,Pay,Josef
60,normal,Create PR,Josef
60,normal,Release PR,Lourdes
60,normal,Create PO,Brian
60,normal,Release PO,Melany
60,normal,Post GR,Lisa
60,normal,Post IR,Carmella
60,normal,Pay,Josef
61,normal,Create PR,Donald
61,normal,Release PR,Jack
61,normal,Create PO,Brian
61,normal,Release PO,Hugo
61,normal,Post GR,Jack
61,normal,Post IR,Grayce
61,normal,Pay,Evelin
62,normal,Create SC,Gema
62,normal,Purchase SC,Hannah
62,normal,Approve SC,Craig
62,normal,Create PO,Brian
62,normal,Release PO,Rossana
62,normal,Post GR,Hannah
62,normal,Post IR,Rossie
62,normal,Pay,Josef
63,normal,Create PR,Donald
63,normal,Release PR,Lourdes
63,normal,Create PO,Micheline
63,normal,Release PO,Rossana
63,normal,Post GR,Hannah
63,normal,Post IR,Grayce
63,normal,Pay,Evelin
64,normal,Create SC,Gema
64,normal,Purchase SC,Hannah
64,normal,Approve SC,Craig
64,normal,Create PO,Alpha
64,normal,Approve PO 1,Issac
64,normal,Approve PO 2,Iluminada
64,normal,Release PO,Sonia
64,normal,Post GR,Hannah
64,normal,Post IR,Lucy
64,normal,Pay,Josef
65,normal,Create PR,Donald
65,normal,Release PR,Lourdes
65,normal,Create PO,Brian
65,normal,Release PO,Melany
65,normal,Post GR,Brant
65,normal,Post IR,Frances
65,normal,Pay,Roy
66,normal,Create PR,Josef
66,normal,Release PR,Jack
66,normal,Create PO,Seth
66,normal,Approve PO 1,Rossana
66,normal,Release PO,Lucy
66,normal,Post GR,Brant
66,normal,Post IR,Lucy
66,normal,Pay,Josef
67,normal,Create PR,Vickie
67,normal,Release PR,Lourdes
67,normal,Create PO,Carmella
67,normal,Release PO,Donald
67,normal,Post GR,Jack
67,normal,Post IR,Sherlene
67,normal,Pay,Roy
68,normal,Create SC,Gema
68,normal,Purchase SC,Hannah
68,normal,Approve SC,Joe
68,normal,Create PO,Grayce
68,normal,Approve PO 1,Howard
68,normal,Release PO,Hugo
68,normal,Post GR,Jack
68,normal,Post IR,Shandi
68,normal,Pay,Evelin
69,anomaly,Create PR,Josef
69,anomaly,Release PR,Jack
69,anomaly,Create PO,Grayce
69,anomaly,Approve PO 1,Issac
69,anomaly,Post IR,Rossie
69,anomaly,Approve PO 2,Iluminada
69,anomaly,Release PO,Lucy
69,anomaly,Post GR,Brant
69,anomaly,Pay,Josef
70,normal,Create PR,Josef
70,normal,Release PR,Lourdes
70,normal,Create PO,Alpha
70,normal,Approve PO 1,Jamika
70,normal,Approve PO 2,Iluminada
70,normal,Release PO,Roseanne
70,normal,Post GR,Evelin
70,normal,Post IR,Rossie
70,normal,Pay,Josef
71,anomaly,Create PR,Donald
71,anomaly,Post IR,Sherlene
71,anomaly,Release PR,Jack
71,anomaly,Create PO,Carmella
71,anomaly,Release PO,Emily
71,anomaly,Post GR,Hannah
71,anomaly,Pay,Roy
72,normal,Create PR,Donald
72,normal,Release PR,Lourdes
72,normal,Create PO,Micheline
72,normal,Release PO,Hugo
72,normal,Post GR,Hannah
72,normal,Post IR,Rossie
72,normal,Pay,Jimmy
73,anomaly,Create PR,Josef
73,anomaly,Create PO,Hannah
73,anomaly,Release PO,Steve
73,anomaly,Post GR,Hannah
73,anomaly,Post IR,Sherlene
73,anomaly,Pay,Steve
74,normal,Create PR,Donald
74,normal,Release PR,Lourdes
74,normal,Create PO,Carmella
74,normal,Release PO,Emily
74,normal,Post GR,Hannah
74,normal,Post IR,Frances
74,normal,Pay,Charles
75,anomaly,Post GR,Lisa
75,anomaly,Create PR,Josef
75,anomaly,Release PR,Lourdes
75,anomaly,Create PO,Micheline
75,anomaly,Release PO,Melany
75,anomaly,Post IR,Alpha
75,anomaly,Pay,Steve
76,normal,Create PR,Josef
76,normal,Release PR,Lourdes
76,normal,Create PO,Carmella
76,normal,Release PO,Emily
76,normal,Post GR,Hannah
76,normal,Post IR,Lucy
76,normal,Pay,Jimmy
77,normal,Create PR,Josef
77,normal,Release PR,Jack
77,normal,Create PO,Seth
77,normal,Approve PO 1,Howard
77,normal,Approve PO 2,Sharee
77,normal,Approve PO 3,Jamika
77,normal,Release PO,Lucy
77,normal,Post GR,Brant
77,normal,Post IR,Shandi
77,normal,Pay,Evelin
78,normal,Create PR,Josef
78,normal,Release PR,Jack
78,normal,Create PO,Carmella
78,normal,Release PO,Emily
78,normal,Post GR,Jack
78,normal,Post IR,Grayce
78,normal,Pay,Evelin
79,normal,Create PR,Donald
79,normal,Release PR,Lourdes
79,normal,Create PO,Brian
79,normal,Release PO,Hugo
79,normal,Post GR,Hannah
79,normal,Post IR,Rossie
79,normal,Pay,Jimmy
80,normal,Create PR,Josef
80,normal,Release PR,Lourdes
80,normal,Create PO,Alpha
80,normal,Approve PO 1,Jamika
80,normal,Approve PO 2,Iluminada
80,normal,Release PO,Sonia
80,normal,Post GR,Hannah
80,normal,Post IR,Rossie
80,normal,Pay,Josef
81,normal,Create PR,Donald
81,normal,Release PR,Jack
81,normal,Create PO,Grayce
81,normal,Approve PO 1,Jamika
81,normal,Approve PO 2,Steve
81,normal,Approve PO 3,Ryan
81,normal,Release PO,Hugo
81,normal,Post GR,Jack
81,normal,Post IR,Shandi
81,normal,Pay,Evelin
82,normal,Create PR,Josef
82,normal,Release PR,Lourdes
82,normal,Create PO,Micheline
82,normal,Release PO,Hugo
82,normal,Post GR,Jack
82,normal,Post IR,Frances
82,normal,Pay,Steve
83,anomaly,Create PR,Josef
83,anomaly,Release PR,Lourdes
83,anomaly,Create PO,Alpha
83,anomaly,Approve PO 1,Jamika
83,anomaly,Approve PO 2,Hassie
83,anomaly,Release PO,Rossana
83,anomaly,Approve PO 3,Ryan
83,anomaly,Post GR,Hannah
83,anomaly,Post IR,Shandi
83,anomaly,Pay,Evelin
84,normal,Create PR,Josef
84,normal,Release PR,Lourdes
84,normal,Create PO,Carmella
84,normal,Release PO,Steve
84,normal,Post GR,Hannah
84,normal,Post IR,Sherlene
84,normal,Pay,Charles
85,normal,Create PR,Josef
85,normal,Release PR,Jack
85,normal,Create PO,Carmella
85,normal,Release PO,Emily
85,normal,Post GR,Hannah
85,normal,Post IR,Lucy
85,normal,Pay,Jimmy
86,normal,Create PR,Donald
86,normal,Release PR,Jack
86,normal,Create PO,Keven
86,normal,Release PO,Emily
86,normal,Post GR,Hannah
86,normal,Post IR,Grayce
86,normal,Pay,Evelin
87,normal,Create PR,Donald
87,normal,Release PR,Lourdes
87,normal,Create PO,Micheline
87,normal,Release PO,Rossana
87,normal,Post GR,Jack
87,normal,Post IR,Shandi
87,normal,Pay,Evelin
88,normal,Create PR,Donald
88,normal,Release PR,Jack
88,normal,Create PO,Carmella
88,normal,Release PO,Emily
88,normal,Post GR,Hannah
88,normal,Post IR,Rossie
88,normal,Pay,Josef
89,normal,Create PR,Josef
89,normal,Release PR,Jack
89,normal,Create PO,Grayce
89,normal,Approve PO 1,Jamika
89,normal,Approve PO 2,Iluminada
89,normal,Release PO,Lucy
89,normal,Post GR,Lisa
89,normal,Post IR,Carmella
89,normal,Pay,Josef
90,anomaly,Create PO,Brian
90,anomaly,Create PR,Donald
90,anomaly,Release PR,Lourdes
90,anomaly,Release PO,Rossana
90,anomaly,Post GR,Hannah
90,anomaly,Post IR,Lucy
90,anomaly,Pay,Josef
91,normal,Create PR,Josef
91,normal,Release PR,Lourdes
91,normal,Create PO,Alpha
91,normal,Approve PO 1,Jack
91,normal,Approve PO 2,Hassie
91,normal,Approve PO 3,Ryan
91,normal,Release PO,Melany
91,normal,Post GR,Brant
91,normal,Post IR,Sherlene
91,normal,Pay,Roy
92,anomaly,Create PR,Donald
92,anomaly,Post GR,Hannah
92,anomaly,Post IR,Grayce
92,anomaly,Release PR,Lourdes
92,anomaly,Create PO,Brian
92,anomaly,Release PO,Hugo
92,anomaly,Pay,Evelin
93,anomaly,Create SC,Gema
93,anomaly,Purchase SC,Hannah
93,anomaly,Approve SC,Josef
93,anomaly,Post GR,Hannah
93,anomaly,Post IR,Rossie
93,anomaly,Create PO,Brian
93,anomaly,Release PO,Rossana
93,anomaly,Pay,Josef
94,normal,Create SC,Jimmy
94,normal,Purchase SC,Hannah
94,normal,Approve SC,Josef
94,normal,Create PO,Carmella
94,normal,Release PO,Donald
94,normal,Post GR,Rossie
94,normal,Post IR,Junior
94,normal,Pay,Josef
95,normal,Create PR,Donald
95,normal,Release PR,Lourdes
95,normal,Create PO,Brian
95,normal,Release PO,Melany
95,normal,Post GR,Lisa
95,normal,Post IR,Sigrid
95,normal,Pay,Steve
96,normal,Create PR,Donald
96,normal,Release PR,Lourdes
96,normal,Create PO,Seth
96,normal,Approve PO 1,Rossana
96,normal,Release PO,Sonia
96,normal,Post GR,Evelin
96,normal,Post IR,Sherlene
96,normal,Pay,Roy
97,anomaly,Create PR,Donald
97,anomaly,Release PR,Lourdes
97,anomaly,Create PO,Keven
97,anomaly,Release PO,Emily
97,anomaly,Post GR,Hannah
97,anomaly,Post IR,Shandi
97,anomaly,Pay,Evelin
97,anomaly,Create PO,Keven
97,anomaly,Release PO,Emily
97,anomaly,Post GR,Hannah
98,normal,Create PR,Donald
98,normal,Release PR,Jack
98,normal,Create PO,Carmella
98,normal,Release PO,Emily
98,normal,Post GR,Brant
98,normal,Post IR,Roy
98,normal,Pay,Josef
99,normal,Create PR,Josef
99,normal,Release PR,Lourdes
99,normal,Create PO,Seth
99,normal,Approve PO 1,Brian
99,normal,Approve PO 2,Wilton
99,normal,Release PO,Emily
99,normal,Post GR,Hannah
99,normal,Post IR,Frances
99,normal,Pay,Roy
100,normal,Create PR,Donald
100,normal,Release PR,Jack
100,normal,Create PO,Grayce
100,normal,Approve PO 1,Howard
100,normal,Release PO,Melany
100,normal,Post GR,Lisa
100,normal,Post IR,Carmella
100,normal,Pay,Jimmy
101,normal,Create SC,Gema
101,normal,Purchase SC,Hannah
101,normal,Approve SC,Craig
101,normal,Create PO,Micheline
101,normal,Release PO,Rossana
101,normal,Post GR,Jack
101,normal,Post IR,Sherlene
101,normal,Pay,Steve
102,anomaly,Create PR,Donald
102,anomaly,Release PR,Lourdes
102,anomaly,Post GR,Hannah
102,anomaly,Post IR,Lucy
102,anomaly,Create PO,Brian
102,anomaly,Release PO,Hugo
102,anomaly,Pay,Jimmy
103,normal,Create PR,Josef
103,normal,Release PR,Jack
103,normal,Create PO,Alpha
103,normal,Approve PO 1,Howard
103,normal,Release PO,Jamika
103,normal,Post GR,Brant
103,normal,Post IR,Shandi
103,normal,Pay,Evelin
104,normal,Create PR,Josef
104,normal,Release PR,Lourdes
104,normal,Create PO,Micheline
104,normal,Release PO,Melany
104,normal,Post GR,Lisa
104,normal,Post IR,Carmella
104,normal,Pay,Josef
105,normal,Create PR,Josef
105,normal,Release PR,Jack
105,normal,Create PO,Carmella
105,normal,Release PO,Steve
105,normal,Post GR,Hannah
105,normal,Post IR,Rossie
105,normal,Pay,Josef
106,normal,Create SC,Gema
106,normal,Purchase SC,Hannah
106,normal,Approve SC,Pam
106,normal,Create PO,Seth
106,normal,Approve PO 1,Rossana
106,normal,Release PO,Roseanne
106,normal,Post GR,Hannah
106,normal,Post IR,Lucy
106,normal,Pay,Josef
107,anomaly,Create PR,Donald
107,anomaly,Release PR,Lourdes
107,anomaly,Create PO,Alpha
107,anomaly,Approve PO 1,Anna
107,anomaly,Random activity 9,Random user 39
107,anomaly,Release PO,Melany
107,anomaly,Post GR,Brant
107,anomaly,Post IR,Lucy
107,anomaly,Pay,Josef
108,normal,Create PR,Josef
108,normal,Release PR,Jack
108,normal,Create PO,Seth
108,normal,Approve PO 1,Howard
108,normal,Approve PO 2,Evelin
108,normal,Approve PO 3,Jamika
108,normal,Release PO,Iluminada
108,normal,Post GR,Hannah
108,normal,Post IR,Sherlene
108,normal,Pay,Keven
109,normal,Create PR,Josef
109,normal,Release PR,Lourdes
109,normal,Create PO,Carmella
109,normal,Release PO,Melany
109,normal,Post GR,Evelin
109,normal,Post IR,Lucy
109,normal,Pay,Josef
110,normal,Create PR,Donald
110,normal,Release PR,Lourdes
110,normal,Create PO,Carmella
110,normal,Release PO,Donald
110,normal,Post GR,Jack
110,normal,Post IR,Lucy
110,normal,Pay,Josef
111,anomaly,Create PR,Josef
111,anomaly,Random activity 8,Random user 65
111,anomaly,Release PR,Lourdes
111,anomaly,Create PO,Hannah
111,anomaly,Release PO,Steve
111,anomaly,Post GR,Hannah
111,anomaly,Post IR,Sherlene
111,anomaly,Pay,Charles
112,normal,Create PR,Josef
112,normal,Release PR,Lourdes
112,normal,Create PO,Micheline
112,normal,Release PO,Hugo
112,normal,Post GR,Hannah
112,normal,Post IR,Grayce
112,normal,Pay,Evelin
113,normal,Create PR,Josef
113,normal,Release PR,Jack
113,normal,Create PO,Hannah
113,normal,Release PO,Melany
113,normal,Post GR,Evelin
113,normal,Post IR,Lucy
113,normal,Pay,Josef
114,normal,Create PR,Donald
114,normal,Release PR,Lourdes
114,normal,Create PO,Micheline
114,normal,Release PO,Rossana
114,normal,Post GR,Hannah
114,normal,Post IR,Lucy
114,normal,Pay,Josef
115,anomaly,Create PR,Josef
115,anomaly,Release PR,Jack
115,anomaly,Create PO,Carmella
115,anomaly,Post GR,Hannah
115,anomaly,Post IR,Sherlene
115,anomaly,Pay,Roy
116,anomaly,Create PO,Carmella
116,anomaly,Release PO,Emily
116,anomaly,Create PR,Josef
116,anomaly,Release PR,Lourdes
116,anomaly,Post GR,Hannah
116,anomaly,Post IR,Sherlene
116,anomaly,Pay,Roy
117,anomaly,Create PR,Donald
117,anomaly,Release PR,Lourdes
117,anomaly,Approve PO 1,Anna
117,anomaly,Release PO,Rossana
117,anomaly,Post GR,Jack
117,anomaly,Post IR,Rossie
117,anomaly,Pay,Josef
118,anomaly,Create PR,Josef
118,anomaly,Random activity 11,Random user 12
118,anomaly,Release PR,Jack
118,anomaly,Create PO,Hannah
118,anomaly,Release PO,Donald
118,anomaly,Random activity 5,Random user 54
